ZCTA,IP_COV_DEMAND,e2sfca_90min_inpatient_beds_7_day_avg_interp,3sfca_90min_inpatient_beds_7_day_avg_interp
78578,74,0.26076365809907504,0.053286314029675985
78580,23,0.09828691332024643,0.04705379605679454
78582,81,0.2024720368919453,0.2368928170101273
78583,25,0.18076477088200735,0.3221331551542522
78584,69,0.15771194894449758,0.2792977610287098
78586,42,0.7719721465919495,0.7962711202758198
78589,124,0.847255203285493,0.7451126527170515
78593,43,0.3528332786519142,0.2542288570620013
78595,74,0.24608778813303256,0.19392343219247665
78596,82,0.5355349239990268,0.48930104594991297
78597,61,0.10299299791377757,0.053286314029675985
78602,38,0.16397283314043207,0.03154866336370918
78605,24,0.20881017556471498,0.05136087221059676
78606,15,0.09202140232293667,0.04653318011655175
78609,12,0.04860089947608496,0.011126841912439286
78610,28,0.8376384081286314,0.6574845754609222
78611,37,0.1594555392989717,0.010222530906987728
78612,47,0.31218964637668434,0.07183749310276862
78613,28,1.382459140619182,1.7286253204313213
78615,9,0.23583660826628822,0.24783525059503791
78616,36,0.15022494842914283,0.0756731836849028
78617,38,0.7788751449283053,0.6515565774644803
78619,0,0.27620912919881646,0.23603192749535784
78620,52,0.1041170095802632,0.0727549342233218
78621,34,0.365632331384152,0.0885068337316085
78623,89,0.17262560803404428,0.6604000451077305
78624,42,0.2926110878815596,0.41453169431505893
78626,14,1.1603275496546348,1.8210439374114076
78628,24,1.1438798104764578,1.8767752527380277
78629,33,0.2687716299166618,0.385730245360287
78631,248,0.08696999354660959,0.039849522096465514
78632,0,0.11089145810371812,0.16818912725937032
78633,26,0.3838130511154246,0.05909369244518126
78634,48,1.170761003686998,1.5815586953202598
78636,20,0.3983054378961657,0.6687752195556749
78638,26,0.3073350535925635,0.5555351508071821
78639,36,0.16204752459792013,0.011126841912439286
78640,37,0.6915673768083034,0.9341319329725801
78641,26,0.9144653746011193,1.2039814527567119
78642,17,0.39677870851075314,0.24399341459028714
78643,12,0.03359097939968114,0.06106516811469655
78644,38,0.401993009957349,0.320040243597327
78645,20,0.2368685381399863,0.3565068911351869
78648,21,0.3214272879491218,0.47135073523255316
78650,46,0.12724796106859268,0.10090248283740456
78652,34,0.7636166375858794,0.7249110983874864
78653,32,0.9813555001470936,0.7785310948827453
78654,42,0.6112036305416432,0.9154116561923205
78655,22,0.42028439384516125,0.9725075043672179
78656,27,0.35850426837396765,0.46790889560449467
78657,15,0.523044117466967,1.2833343662949346
78659,59,0.08824744467493656,0.04317901938100959
78660,29,1.3556915563258927,1.564410250272098
78662,35,0.03948615186654995,0.060492539087515465
78664,34,1.5452101213837868,1.79819342536974
78665,29,1.4769681927488536,2.401676146153476
78666,26,0.7645211942754504,1.2631869154754796
78669,46,0.39534731211421664,0.4727359713828087
78672,0,0.001966400915896119,0.0
78676,23,0.14772292258961223,0.07473699489925728
78681,31,1.5579635155885048,2.014385817143174
78701,11,1.649652612764966,1.472497024954806
78702,39,1.5628022061861921,1.4480285681587133
78703,53,1.6956210715074391,1.468330006988942
78704,48,1.4879825738136412,1.4404925067633574
78705,46,1.6515045974773042,1.4336501171074805
78717,22,1.3732664466103468,1.819313393633028
78719,6,0.7149688776838422,0.5428356025846656
78721,42,1.4500210614388755,1.4927102192184745
78722,18,1.679874532400668,1.4703382222597403
78723,44,1.585050984284888,1.5702103610412244
78724,35,1.3777484511749731,1.2226630444766853
78725,32,0.9521265634983966,1.183254358085214
78726,53,1.1984625032111746,1.3196491961029357
78727,34,1.7089775579320736,1.7750877536116931
78728,36,1.687252541141656,1.9670020264318149
78729,32,1.4487724742777623,1.2519723295168255
78730,44,0.9488859481628569,0.9682922165702817
78731,36,1.586530805977263,1.253000666973193
78732,36,0.7648435126013974,0.5912141621068928
78733,67,0.9663417786528783,0.6997972931597464
78734,13,0.6020200463038631,0.3498341423275032
78735,56,1.102831707817972,0.9311221242804981
78736,48,0.9201952779897423,0.7169850821197763
78737,52,0.5748070819717513,0.2969644303363872
