ZCTA,IP_COV_DEMAND,2SFCA_60min_inpatient_beds_7_day_avg_interp,E2SFCA_inpatient_beds_7_day_avg_interp,3SFCA_inpatient_beds_7_day_avg_interp,COLLECTION_WEEK
75001,15,2.763997374633189,3.7218075293187693,2.996159381768447,2021-03-21
75002,12,2.7497055406894138,2.2165857422860094,2.441451099646268,2021-03-21
75006,13,2.746903357539172,3.279813858393693,3.0324769256923005,2021-03-21
75007,11,2.710580631727536,3.2193385637610326,2.8377271640208823,2021-03-21
75009,35,2.307585983836521,1.358972018757989,1.418792439492594,2021-03-21
75010,12,2.703214149222932,2.9923053778494033,2.8651122047860484,2021-03-21
75013,13,2.759269535063535,2.7581668687635807,3.1291645510934294,2021-03-21
75019,13,2.871157970992917,3.140915483211531,2.333167778653357,2021-03-21
75020,7,1.0202515091351205,3.303884152132108,8.165915720975363,2021-03-21
75021,8,0.9227426646926092,2.5237728796182775,6.891931624593696,2021-03-21
75022,11,2.827468762676677,1.9750016983991106,2.56991246456404,2021-03-21
75023,18,2.8529207847044424,2.995233569446044,3.835253125732162,2021-03-21
75024,13,2.8862652133947426,3.075095379681014,3.3285295125369383,2021-03-21
75025,14,2.9059458200256083,2.7067569270493843,3.1834582742050253,2021-03-21
75028,10,2.9452698097970957,2.367175608256669,3.0352081069090437,2021-03-21
75032,14,1.8135464285402085,0.9423345932667081,1.6032936292588769,2021-03-21
75034,10,2.7210969071873943,2.5363934494443443,2.3776274004676137,2021-03-21
75035,10,2.9059458200256083,2.428723133944187,3.0439172838321964,2021-03-21
75038,7,2.871157970992917,3.311131419598515,2.2543954942146085,2021-03-21
75039,10,2.8882519880869344,3.390474039642639,2.2115325918107995,2021-03-21
75040,11,2.2283242404251786,2.3919510728585003,3.4441511600481047,2021-03-21
75041,16,2.331525428891642,2.4342806395733123,2.5987277600493237,2021-03-21
75042,13,2.51110836225554,2.6272181419462224,2.3375203543107377,2021-03-21
75043,17,2.3137905191218846,2.236113525949068,2.242806769876871,2021-03-21
75044,7,2.3208716758650074,2.864725746863415,2.846334240872625,2021-03-21
75048,7,2.0887862705985136,1.8805542973808653,1.849267019269829,2021-03-21
75050,14,2.937382751503412,3.436474819721226,2.2294359313300784,2021-03-21
75051,17,2.8561610841956835,2.862674039679848,1.8834064554640488,2021-03-21
75052,19,2.943069625389939,2.826391772539997,2.1625775513441137,2021-03-21
75054,23,2.6233877930802123,2.0034267783756152,2.2609394155909266,2021-03-21
75056,11,2.748192031970342,2.9909402986133937,2.7582209118989027,2021-03-21
75057,9,2.9526362923016998,3.245235944645639,3.029170243577944,2021-03-21
75058,25,1.5049283129285291,1.2863784909642098,0.6690641545067179,2021-03-21
75060,6,2.8882519880869344,3.1067674177755134,2.1115068463874054,2021-03-21
75061,5,2.8882519880869344,3.3762950927674873,2.408648191796528,2021-03-21
75062,5,2.8882519880869344,3.3867174109572455,2.0539047139348856,2021-03-21
75063,13,2.871157970992917,3.206831285461831,2.5976101484691765,2021-03-21
75065,11,2.742776477274937,2.515769217246281,3.3418023186280585,2021-03-21
75067,10,2.9526362923016998,3.1128532397536497,2.6836046406239324,2021-03-21
75068,10,1.9925726564122135,1.6291560390258144,1.5223895321709966,2021-03-21
75069,18,2.6615554236615737,2.418280026363213,2.712689999394436,2021-03-21
75070,30,2.7497055406894138,2.332668565385396,3.0193468863389743,2021-03-21
75071,35,2.591819719427044,2.0252182856831786,2.647883894463754,2021-03-21
75074,16,2.8529207847044424,2.8275202994078095,3.005381196514344,2021-03-21
75075,21,2.321905515040329,3.1210033364148315,3.827559170407507,2021-03-21
75076,12,0.8799980077747239,1.696269344869622,2.9645957313858675,2021-03-21
75077,9,2.742776477274937,2.36933744090718,2.9717964022684416,2021-03-21
75078,25,2.5978361792900064,1.680442703006341,1.4737107688917153,2021-03-21
75080,17,2.7985040531921177,3.2515725624463405,2.9548767449599005,2021-03-21
75081,15,2.8089752573805993,3.190645142686071,2.97468308055157,2021-03-21
75082,6,2.444088277680831,3.1447855044197492,3.1410490976537515,2021-03-21
75087,13,1.8135464285402085,1.167654150361279,1.8733022343865549,2021-03-21
75088,16,2.201387278470166,1.8132343002095452,2.203667054192881,2021-03-21
75089,11,2.2283242404251786,2.119486122302009,2.1849626808145373,2021-03-21
75090,7,1.0891283060007968,3.411260526867373,5.22115317209714,2021-03-21
75092,8,1.0891283060007968,3.476381388775692,4.9494370619741,2021-03-21
75093,15,2.6686646384707586,3.1464283175497445,3.5270088656571343,2021-03-21
75094,12,2.19490885532032,2.0838296544324963,2.920394212905011,2021-03-21
75098,12,1.8738831929991926,1.4449133964862528,1.8131534036129884,2021-03-21
75102,11,0.24642266688428904,0.25728841825541343,0.3062121998912136,2021-03-21
75103,22,1.9062948845801744,0.2017698286431865,0.22562813904739823,2021-03-21
75104,22,2.8518117595019543,2.2287046176986953,1.8723573061059344,2021-03-21
75105,0,0.42539827109479195,0.18321180610269225,0.10168039778745594,2021-03-21
75109,8,0.5031290691727452,0.3850126026552388,0.2865139535151002,2021-03-21
75110,10,0.5821789564140208,0.6612025121385844,0.7696733792061001,2021-03-21
75114,20,1.9066183038783941,0.8114428975913092,0.5182506235841632,2021-03-21
75115,22,2.6703878191694908,1.4694745163067688,1.312395315682007,2021-03-21
75116,24,2.8698761870993703,2.3382405596048357,1.8233454430754656,2021-03-21
75117,28,0.11855607486336438,0.11794510037336259,0.10175409004647774,2021-03-21
75119,15,1.453335477021881,0.6653533502351449,0.8830288687259753,2021-03-21
75124,12,1.234383859007327,0.6011818976500741,1.102695647181556,2021-03-21
75125,19,2.136816581810317,1.1996937043865465,0.9770056139940055,2021-03-21
75126,15,2.2116693106951932,1.2389797033537102,1.0314617041081569,2021-03-21
75127,5,1.8967837950545148,0.17055292091854748,0.2039573653703481,2021-03-21
75134,22,2.7300477542685284,1.8641945523492025,1.3613080170132228,2021-03-21
75135,11,1.6992890444504924,1.0911231651961868,1.185711597073862,2021-03-21
75137,23,2.8698761870993703,2.322071649872693,1.7219368156400539,2021-03-21
75140,21,1.8585990879936403,0.2240523530206618,0.2617985361787381,2021-03-21
75141,23,2.862682858089063,2.090075303748742,1.7783726342989816,2021-03-21
75142,17,1.172589156812773,0.3343025208711395,0.7625937170983836,2021-03-21
75143,8,0.17801355732390214,0.08033157287919054,0.07646283395702574,2021-03-21
75144,7,0.5031290691727452,0.43995515527310297,0.28852712422887644,2021-03-21
75146,21,2.788867868422216,1.6273321981897244,1.4145311455095146,2021-03-21
75147,10,0.17801355732390214,0.31569642600947506,0.483374794430161,2021-03-21
75148,8,1.3215926359574064,0.7030778893722279,1.0609628289465618,2021-03-21
75149,20,2.7411096363121255,2.3527822175288904,1.7433894221511446,2021-03-21
75150,23,2.7588445460818827,2.649739703230255,2.8064814362306754,2021-03-21
75152,16,1.6395085998689578,0.6628282725971355,0.7152816886886219,2021-03-21
75154,17,2.632610041391713,1.4795028329489908,1.508120452283763,2021-03-21
75155,12,0.857791265148718,0.4725549934744217,0.4543762569597921,2021-03-21
75156,14,0.17801355732390214,0.23733970646464314,0.07646283395702574,2021-03-21
75157,0,0.38585957539078186,0.14561269851052905,0.44386424537306335,2021-03-21
75158,25,0.19015932359504514,0.10921516702410083,0.39242142454955575,2021-03-21
75159,23,2.060261557886872,1.3003989923333243,1.1015263355569838,2021-03-21
75160,19,1.524894149385923,0.5657936722601057,0.54855075143951,2021-03-21
75161,22,1.0987381265981346,0.31368421891475223,0.4061880399696118,2021-03-21
75163,5,0.2652223342739815,0.45317604922132015,0.6177020944304857,2021-03-21
75165,16,2.1123037639102726,0.8583453951774602,1.5101658346459652,2021-03-21
75166,9,1.678219008482434,0.911876548586766,1.5055068010930734,2021-03-21
75167,17,2.1123037639102726,0.791342757423403,1.799418482058561,2021-03-21
75169,18,0.47382025042839543,0.1191130213116724,0.1425244187608181,2021-03-21
75172,24,2.7962518464150663,1.5662542452251826,1.063761607119153,2021-03-21
75173,13,1.483306065607612,0.5998255929893631,0.80329260700003,2021-03-21
75180,19,2.8661151874377415,2.1911600316160205,1.7545604209878332,2021-03-21
