ZCTA,IP_COV_DEMAND,2SFCA_60min_inpatient_beds_7_day_avg_interp,E2SFCA_inpatient_beds_7_day_avg_interp,3SFCA_inpatient_beds_7_day_avg_interp,COLLECTION_WEEK
75001,50,0.9073270147236403,1.2789653003244073,1.0622648468289309,2020-11-22
75002,24,0.9400593039417837,0.7868246100091563,1.1463464483650556,2020-11-22
75006,49,0.9022542607522078,1.1000065345871306,1.0027256125725494,2020-11-22
75007,46,0.8916281837849477,1.0772683998015478,0.9487582871754795,2020-11-22
75009,30,0.7928093150479896,0.45030467183802153,0.8081586973592849,2020-11-22
75010,44,0.8894552548578314,0.9972858103159908,0.9611123584786814,2020-11-22
75013,25,0.9437959144209002,0.9625146376425525,1.3132656019410653,2020-11-22
75019,40,0.9375862733046386,1.0415499271320492,0.748024225906641,2020-11-22
75020,62,0.3226447729848301,0.7392322208905018,1.3417398084789804,2020-11-22
75021,59,0.29200451437570674,0.5608922805114211,1.115458852670054,2020-11-22
75022,28,0.9247872674102621,0.6401927616075498,0.7775282507848251,2020-11-22
75023,44,0.9742398890509213,1.0418988125503892,1.4407876971237634,2020-11-22
75024,41,0.9629907161463043,1.0646048645401873,1.2746581503698837,2020-11-22
75025,32,0.9888329196253445,0.9417941061065901,1.3069075599704867,2020-11-22
75028,26,0.9420670890379098,0.7679850721769779,0.9403615972397026,2020-11-22
75032,48,0.6208926643761647,0.355711387368369,0.7918467184357173,2020-11-22
75034,37,0.9083378679844797,0.8803052575971952,0.8859771453387716,2020-11-22
75035,27,0.9888329196253445,0.8560723297655958,1.2901572138066808,2020-11-22
75038,36,0.9375862733046386,1.1005801450672004,0.7995048817160192,2020-11-22
75039,18,0.942659027276071,1.151742563639757,0.7738202042348504,2020-11-22
75040,33,0.7550150308289696,0.8401215100102385,1.1802289229710303,2020-11-22
75041,52,0.790943230059589,0.8602032006094225,0.8948807238174636,2020-11-22
75042,37,0.8388221725413683,0.9179126678901991,0.8089487090117037,2020-11-22
75043,53,0.7856589734998222,0.802742224254457,0.8325574025844469,2020-11-22
75044,19,0.7852155167389838,1.0059585318000015,1.0118659558665983,2020-11-22
75048,25,0.7102083687525718,0.6626905352024178,0.6438030765143631,2020-11-22
75050,49,0.9541485635912126,1.1091335242019076,0.7044470516873982,2020-11-22
75051,63,0.9291910171122878,0.9228207844615472,0.6062305792318798,2020-11-22
75052,65,0.9511916828585918,0.8888464069945633,0.682177868664905,2020-11-22
75054,65,0.8529561389447358,0.6229668757043761,0.7115406189458435,2020-11-22
75056,39,0.9181116729840744,1.004207343779398,0.9431905496013515,2020-11-22
75057,24,0.9442400179650261,1.0759029144959977,0.9930711985130076,2020-11-22
75058,38,0.4701897405495264,0.3303931012280763,0.14888832312904146,2020-11-22
75060,23,0.942659027276071,1.0471968866947596,0.7530336688380972,2020-11-22
75061,18,0.942659027276071,1.1368869348009323,0.8499718201889449,2020-11-22
75062,20,0.942659027276071,1.1344989965959458,0.7181651489849339,2020-11-22
75063,24,0.9375862733046386,1.0730411237227073,0.907495219344022,2020-11-22
75065,32,0.8862259555950328,0.8124095026058377,0.9981651377416499,2020-11-22
75067,26,0.9442400179650261,1.0193265196843921,0.8327559575748892,2020-11-22
75068,29,0.6682662381922256,0.5569690431266465,0.5621814270076965,2020-11-22
75069,27,0.9144781761219513,0.8411831205027541,1.311206733999748,2020-11-22
75070,29,0.9400593039417837,0.826316238546168,1.3860051432081708,2020-11-22
75071,33,0.8927308901317752,0.7088518539512096,1.4779902777212388,2020-11-22
75074,30,0.9742398890509213,0.9904952238689598,1.1775090883844663,2020-11-22
75075,47,0.7952258251184309,1.0786739104030443,1.3542663889580493,2020-11-22
75076,65,0.27280879089131843,0.3736836380009124,0.49533655305880825,2020-11-22
75077,24,0.8862259555950328,0.7717818570070313,0.9152968294008306,2020-11-22
75078,30,0.8861227921997161,0.5897104800880577,0.7445943467584947,2020-11-22
75080,42,0.9331893814753902,1.1248138354700645,1.0407610966132266,2020-11-22
75081,44,0.9359834328498833,1.1166070142689835,1.039285082789589,2020-11-22
75082,17,0.8343810557556731,1.0994205346486587,1.1345605152902003,2020-11-22
75087,51,0.6208926643761647,0.42603719212742763,0.7640708466784051,2020-11-22
75088,45,0.7461808168263275,0.653899664394327,0.805670160746742,2020-11-22
75089,47,0.7550150308289696,0.755525614310917,0.7911454615691543,2020-11-22
75090,55,0.34384715703479446,0.7790839040617469,0.9134305934856637,2020-11-22
75092,77,0.34384715703479446,0.7884409499457306,0.8564502548157854,2020-11-22
75093,41,0.8817451398617616,1.078082314771829,1.249986976521052,2020-11-22
75094,22,0.7543011537978286,0.733786245784639,1.0416743032231566,2020-11-22
75098,31,0.6462990463248377,0.5153508780704094,0.7453659496952975,2020-11-22
75102,0,0.108907123613019,0.07539115111731041,0.08745416987594916,2020-11-22
