"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2021-01-17","75001",68
"2021-01-17","75002",48
"2021-01-17","75006",56
"2021-01-17","75007",52
"2021-01-17","75009",61
"2021-01-17","75010",50
"2021-01-17","75013",50
"2021-01-17","75019",55
"2021-01-17","75020",60
"2021-01-17","75021",65
"2021-01-17","75022",50
"2021-01-17","75023",76
"2021-01-17","75024",58
"2021-01-17","75025",59
"2021-01-17","75028",37
"2021-01-17","75032",59
"2021-01-17","75034",43
"2021-01-17","75035",43
"2021-01-17","75038",30
"2021-01-17","75039",38
"2021-01-17","75040",45
"2021-01-17","75041",80
"2021-01-17","75042",61
"2021-01-17","75043",73
"2021-01-17","75044",33
"2021-01-17","75048",33
"2021-01-17","75050",80
"2021-01-17","75051",94
"2021-01-17","75052",93
"2021-01-17","75054",125
"2021-01-17","75056",51
"2021-01-17","75057",38
"2021-01-17","75058",82
"2021-01-17","75060",30
"2021-01-17","75061",22
"2021-01-17","75062",20
"2021-01-17","75063",56
"2021-01-17","75065",45
"2021-01-17","75067",42
"2021-01-17","75068",44
"2021-01-17","75069",52
"2021-01-17","75070",62
"2021-01-17","75071",57
"2021-01-17","75074",64
"2021-01-17","75075",85
"2021-01-17","75076",76
"2021-01-17","75077",33
"2021-01-17","75078",57
"2021-01-17","75080",82
"2021-01-17","75081",71
"2021-01-17","75082",27
"2021-01-17","75087",58
"2021-01-17","75088",60
"2021-01-17","75089",47
"2021-01-17","75090",51
"2021-01-17","75092",53
"2021-01-17","75093",70
"2021-01-17","75094",51
"2021-01-17","75098",48
"2021-01-17","75102",50
"2021-01-17","75103",93
"2021-01-17","75104",126
"2021-01-17","75105",0
"2021-01-17","75109",38
"2021-01-17","75110",42
"2021-01-17","75114",76
"2021-01-17","75115",124
"2021-01-17","75116",130
"2021-01-17","75117",114
"2021-01-17","75119",69
"2021-01-17","75124",57
"2021-01-17","75125",87
"2021-01-17","75126",61
"2021-01-17","75127",18
"2021-01-17","75134",116
"2021-01-17","75135",58
"2021-01-17","75137",131
"2021-01-17","75140",92
