"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2021-02-07","75001",44
"2021-02-07","75002",32
"2021-02-07","75006",38
"2021-02-07","75007",35
"2021-02-07","75009",53
"2021-02-07","75010",34
"2021-02-07","75013",35
"2021-02-07","75019",32
"2021-02-07","75020",33
"2021-02-07","75021",35
"2021-02-07","75022",31
"2021-02-07","75023",46
"2021-02-07","75024",37
"2021-02-07","75025",37
"2021-02-07","75028",25
"2021-02-07","75032",44
"2021-02-07","75034",29
"2021-02-07","75035",31
"2021-02-07","75038",17
"2021-02-07","75039",22
"2021-02-07","75040",30
"2021-02-07","75041",50
"2021-02-07","75042",36
"2021-02-07","75043",48
"2021-02-07","75044",19
"2021-02-07","75048",19
"2021-02-07","75050",54
"2021-02-07","75051",63
"2021-02-07","75052",62
"2021-02-07","75054",87
"2021-02-07","75056",35
"2021-02-07","75057",28
"2021-02-07","75058",55
"2021-02-07","75060",20
"2021-02-07","75061",16
"2021-02-07","75062",12
"2021-02-07","75063",35
"2021-02-07","75065",33
"2021-02-07","75067",29
"2021-02-07","75068",31
"2021-02-07","75069",41
"2021-02-07","75070",51
"2021-02-07","75071",51
"2021-02-07","75074",38
"2021-02-07","75075",48
"2021-02-07","75076",44
"2021-02-07","75077",23
"2021-02-07","75078",45
"2021-02-07","75080",46
"2021-02-07","75081",42
"2021-02-07","75082",16
"2021-02-07","75087",43
"2021-02-07","75088",47
"2021-02-07","75089",35
"2021-02-07","75090",28
"2021-02-07","75092",30
"2021-02-07","75093",44
"2021-02-07","75094",35
"2021-02-07","75098",32
"2021-02-07","75102",24
"2021-02-07","75103",53
"2021-02-07","75104",78
"2021-02-07","75105",0
"2021-02-07","75109",22
"2021-02-07","75110",26
"2021-02-07","75114",51
"2021-02-07","75115",74
"2021-02-07","75116",80
"2021-02-07","75117",63
"2021-02-07","75119",41
"2021-02-07","75124",36
"2021-02-07","75125",54
"2021-02-07","75126",45
"2021-02-07","75127",13
"2021-02-07","75134",71
"2021-02-07","75135",39
"2021-02-07","75137",79
"2021-02-07","75140",47
"2021-02-07","75141",76
"2021-02-07","75142",42
"2021-02-07","75143",23
"2021-02-07","75144",22
"2021-02-07","75146",65
"2021-02-07","75147",29
"2021-02-07","75148",29
"2021-02-07","75149",58
"2021-02-07","75150",66
"2021-02-07","75152",44
"2021-02-07","75154",52
"2021-02-07","75155",35
"2021-02-07","75156",40
"2021-02-07","75157",0
"2021-02-07","75158",63
"2021-02-07","75159",67
"2021-02-07","75160",55
"2021-02-07","75161",59
"2021-02-07","75163",13
"2021-02-07","75165",47
"2021-02-07","75166",30
"2021-02-07","75167",49
"2021-02-07","75169",44
"2021-02-07","75172",73
"2021-02-07","75173",33
"2021-02-07","75180",58
"2021-02-07","75181",41
"2021-02-07","75182",43
"2021-02-07","75189",42
"2021-02-07","75201",79
"2021-02-07","75202",110
"2021-02-07","75203",78
"2021-02-07","75204",119
"2021-02-07","75205",76
"2021-02-07","75206",87
