"COLLECTION_WEEK","THCIC_ID","inpatient_beds_7_day_avg_interp"
"2022-02-27","000102",581
"2022-02-27","000105",827
"2022-02-27","000112",43
"2022-02-27","001000",319
"2022-02-27","006000",38
"2022-02-27","007000",513
"2022-02-27","008001",0
"2022-02-27","014000",23
"2022-02-27","019000",159
"2022-02-27","023000",22
"2022-02-27","026000",22
"2022-02-27","029000",38
"2022-02-27","030000",7
"2022-02-27","034000",43
"2022-02-27","035000",447
"2022-02-27","038001",26
"2022-02-27","041000",0
"2022-02-27","044000",14
"2022-02-27","046000",25
"2022-02-27","047000",174
"2022-02-27","049000",19
"2022-02-27","058000",0
"2022-02-27","059000",10
"2022-02-27","061000",76
"2022-02-27","063000",38
"2022-02-27","064000",354
"2022-02-27","066000",0
"2022-02-27","070000",15
"2022-02-27","072000",0
"2022-02-27","074000",55
"2022-02-27","075000",0
"2022-02-27","076000",155
"2022-02-27","078000",42
"2022-02-27","084000",16
"2022-02-27","085000",139
"2022-02-27","089001",0
"2022-02-27","091001",0
"2022-02-27","094000",0
"2022-02-27","095003",128
"2022-02-27","098000",24
"2022-02-27","100093",0
"2022-02-27","103000",19
"2022-02-27","106001",21
"2022-02-27","106100",0
"2022-02-27","113000",17
"2022-02-27","114001",1842
"2022-02-27","117000",856
"2022-02-27","118000",489
"2022-02-27","124000",876
"2022-02-27","124100",37
"2022-02-27","129000",132
"2022-02-27","130000",182
"2022-02-27","137000",67
"2022-02-27","140002",457
"2022-02-27","141000",33
"2022-02-27","142000",280
"2022-02-27","143000",261
"2022-02-27","143001",71
"2022-02-27","144000",87
"2022-02-27","145000",648
"2022-02-27","146000",56
"2022-02-27","151000",0
"2022-02-27","154000",2065
"2022-02-27","155000",170
"2022-02-27","156000",23
"2022-02-27","158000",657
"2022-02-27","168000",505
"2022-02-27","180000",0
"2022-02-27","181000",240
"2022-02-27","182000",166
"2022-02-27","187000",45
"2022-02-27","193000",29
"2022-02-27","199000",16
"2022-02-27","206100",146
"2022-02-27","207001",247
"2022-02-27","208100",15
"2022-02-27","212000",390
"2022-02-27","214000",491
"2022-02-27","216001",52
"2022-02-27","217000",33
"2022-02-27","219000",91
"2022-02-27","222000",29
"2022-02-27","228001",318
"2022-02-27","229000",216
"2022-02-27","230000",90
"2022-02-27","235000",650
"2022-02-27","246000",279
"2022-02-27","255000",307
"2022-02-27","256000",37
"2022-02-27","262000",17
"2022-02-27","263000",317
"2022-02-27","266000",139
"2022-02-27","285000",121
"2022-02-27","286000",483
"2022-02-27","294000",18
"2022-02-27","297000",87
"2022-02-27","298000",28
"2022-02-27","301000",103
"2022-02-27","302000",321
"2022-02-27","303000",20
"2022-02-27","307000",41
"2022-02-27","314001",168
"2022-02-27","315003",118
"2022-02-27","318000",276
"2022-02-27","319000",0
"2022-02-27","323000",46
"2022-02-27","331000",694
"2022-02-27","332000",358
"2022-02-27","336001",148
"2022-02-27","337001",162
"2022-02-27","339001",460
"2022-02-27","340000",1228
"2022-02-27","341000",11
"2022-02-27","346000",9
"2022-02-27","347000",1061
"2022-02-27","348000",19
"2022-02-27","349001",246
"2022-02-27","356000",48
"2022-02-27","357000",33
"2022-02-27","363000",285
"2022-02-27","370000",208
"2022-02-27","383000",25
"2022-02-27","388000",18
"2022-02-27","389000",280
"2022-02-27","390000",73
"2022-02-27","392000",97
"2022-02-27","393000",35
"2022-02-27","394000",131
"2022-02-27","395000",0
"2022-02-27","397000",24
"2022-02-27","397001",83
"2022-02-27","405000",240
"2022-02-27","406000",132
"2022-02-27","407000",1252
"2022-02-27","417000",218
"2022-02-27","420000",19
"2022-02-27","422000",243
"2022-02-27","424000",66
"2022-02-27","424500",0
"2022-02-27","425000",208
"2022-02-27","426000",33
"2022-02-27","427000",22
"2022-02-27","429001",66
"2022-02-27","430000",20
"2022-02-27","431000",512
"2022-02-27","433000",38
"2022-02-27","436000",57
"2022-02-27","437000",114
"2022-02-27","439000",24
"2022-02-27","441000",28
"2022-02-27","444001",246
"2022-02-27","446001",25
"2022-02-27","449000",71
"2022-02-27","452000",383
"2022-02-27","453000",215
"2022-02-27","459000",589
"2022-02-27","462000",59
"2022-02-27","465000",293
"2022-02-27","466000",23
"2022-02-27","468000",57
"2022-02-27","469000",29
"2022-02-27","471000",20
"2022-02-27","474000",772
"2022-02-27","477000",195
"2022-02-27","478000",71
"2022-02-27","480000",248
"2022-02-27","481000",89
"2022-02-27","485000",29
"2022-02-27","487000",30
"2022-02-27","488000",117
"2022-02-27","495001",0
"2022-02-27","497000",379
"2022-02-27","502000",337
"2022-02-27","505000",23
"2022-02-27","506001",235
"2022-02-27","508001",214
"2022-02-27","513000",196
"2022-02-27","522000",0
"2022-02-27","525000",189
"2022-02-27","527000",33
"2022-02-27","534001",228
"2022-02-27","537000",585
"2022-02-27","546000",31
"2022-02-27","547001",112
"2022-02-27","559000",0
"2022-02-27","560000",0
"2022-02-27","569000",18
"2022-02-27","572000",0
"2022-02-27","597000",17
"2022-02-27","601000",339
"2022-02-27","602000",304
"2022-02-27","608000",169
"2022-02-27","609001",190
"2022-02-27","627000",221
"2022-02-27","629001",108
"2022-02-27","631000",0
"2022-02-27","634000",205
"2022-02-27","640000",33
"2022-02-27","645000",59
"2022-02-27","653001",0
"2022-02-27","654000",30
"2022-02-27","657000",0
"2022-02-27","664000",265
"2022-02-27","672000",43
"2022-02-27","675000",597
"2022-02-27","676000",79
"2022-02-27","681400",16
"2022-02-27","686000",117
"2022-02-27","689401",46
"2022-02-27","690000",97
"2022-02-27","698004",0
"2022-02-27","706000",0
"2022-02-27","711900",40
"2022-02-27","714500",15
"2022-02-27","720402",48
"2022-02-27","724200",58
"2022-02-27","724700",366
"2022-02-27","725400",54
"2022-02-27","727100",0
"2022-02-27","728800",0
"2022-02-27","730001",48
"2022-02-27","740000",102
"2022-02-27","750000",0
"2022-02-27","784400",27
"2022-02-27","786200",0
"2022-02-27","787400",42
"2022-02-27","788001",299
"2022-02-27","788002",126
"2022-02-27","790200",0
"2022-02-27","792000",0
"2022-02-27","792700",91
"2022-02-27","793100",193
"2022-02-27","794600",0
"2022-02-27","797100",541
"2022-02-27","797500",15
"2022-02-27","797600",88
"2022-02-27","799001",42
"2022-02-27","800010",210
"2022-02-27","801500",62
"2022-02-27","804500",0
"2022-02-27","805100",0
"2022-02-27","806002",0
"2022-02-27","806500",69
"2022-02-27","813800",0
"2022-02-27","814000",66
"2022-02-27","814001",116
"2022-02-27","816300",60
"2022-02-27","820800",174
"2022-02-27","822001",0
"2022-02-27","822800",12
"2022-02-27","823000",279
"2022-02-27","823400",14
"2022-02-27","829900",374
"2022-02-27","832900",121
"2022-02-27","835700",0
"2022-02-27","838400",0
"2022-02-27","838600",213
"2022-02-27","839100",0
"2022-02-27","842800",235
"2022-02-27","844000",115
"2022-02-27","846100",59
"2022-02-27","846200",14
"2022-02-27","847000",324
"2022-02-27","847100",235
"2022-02-27","848100",0
"2022-02-27","850300",50
"2022-02-27","852000",173
"2022-02-27","852100",0
"2022-02-27","852600",148
"2022-02-27","854100",0
"2022-02-27","854400",0
"2022-02-27","858300",166
"2022-02-27","859900",52
"2022-02-27","860600",0
"2022-02-27","861700",146
"2022-02-27","861900",0
"2022-02-27","862000",0
"2022-02-27","864600",33
"2022-02-27","865000",186
"2022-02-27","869700",20
"2022-02-27","873800",0
"2022-02-27","874100",268
"2022-02-27","914000",38
"2022-02-27","919000",60
"2022-02-27","921000",154
"2022-02-27","923000",0
"2022-02-27","943000",76
"2022-02-27","957000",0
"2022-02-27","969500",0
"2022-02-27","969700",44
"2022-02-27","971000",53
"2022-02-27","971900",150
"2022-02-27","972900",113
"2022-02-27","972960",95
"2022-02-27","973180",55
"2022-02-27","973310",0
"2022-02-27","973320",23
"2022-02-27","973340",50
"2022-02-27","973420",0
"2022-02-27","973430",0
"2022-02-27","973450",0
"2022-02-27","973590",19
"2022-02-27","973620",97
"2022-02-27","973640",90
"2022-02-27","973850",148
"2022-02-27","973900",0
"2022-02-27","974260",0
"2022-02-27","974290",0
"2022-02-27","974350",132
"2022-02-27","974360",40
"2022-02-27","974390",58
"2022-02-27","974490",69
"2022-02-27","974500",0
"2022-02-27","974530",56
"2022-02-27","974720",25
"2022-02-27","974730",0
"2022-02-27","974940",39
"2022-02-27","974980",0
"2022-02-27","975020",0
"2022-02-27","975149",0
"2022-02-27","975153",0
"2022-02-27","975155",62
"2022-02-27","975159",72
"2022-02-27","975188",82
"2022-02-27","975198",18
"2022-02-27","975208",239
"2022-02-27","975221",68
"2022-02-27","975241",72
"2022-02-27","975255",17
"2022-02-27","975258",11
"2022-02-27","975259",0
"2022-02-27","975268",85
"2022-02-27","975271",0
"2022-02-27","975285",54
"2022-02-27","975286",117
"2022-02-27","975288",0
"2022-02-27","975293",68
"2022-02-27","975294",23
"2022-02-27","975295",49
"2022-02-27","975296",51
"2022-02-27","975297",23
"2022-02-27","975298",15
"2022-02-27","975299",397
"2022-02-27","975301",36
"2022-02-27","975325",0
"2022-02-27","975340",24
"2022-02-27","975372",102
"2022-02-27","975374",0
"2022-02-27","975386",0
"2022-02-27","975390",0
"2022-02-27","975391",8
"2022-02-27","975400",25
"2022-02-27","975403",146
"2022-02-27","975779",95
"2022-02-27","975782",0
"2022-02-27","975783",54
"2022-02-27","975789",19
"2022-02-27","975791",138
"2022-02-27","975805",0
"2022-02-27","975813",47
"2022-02-27","975814",65
"2022-02-27","975836",0
"2022-02-27","975870",0
"2022-02-27","975878",39
"2022-02-27","975879",30
