"COLLECTION_WEEK","THCIC_ID","inpatient_beds_7_day_avg_interp"
"2022-04-17","000102",589
"2022-04-17","000105",858
"2022-04-17","000112",47
"2022-04-17","001000",298
"2022-04-17","006000",38
"2022-04-17","007000",513
"2022-04-17","008001",0
"2022-04-17","014000",20
"2022-04-17","019000",159
"2022-04-17","023000",24
"2022-04-17","026000",22
"2022-04-17","029000",40
"2022-04-17","030000",8
"2022-04-17","034000",43
"2022-04-17","035000",423
"2022-04-17","038001",25
"2022-04-17","041000",0
"2022-04-17","044000",16
"2022-04-17","046000",27
"2022-04-17","047000",165
"2022-04-17","049000",0
"2022-04-17","058000",0
"2022-04-17","059000",0
"2022-04-17","061000",63
"2022-04-17","063000",37
"2022-04-17","064000",372
"2022-04-17","066000",0
"2022-04-17","070000",19
"2022-04-17","072000",0
"2022-04-17","074000",54
"2022-04-17","075000",0
"2022-04-17","076000",137
"2022-04-17","078000",44
"2022-04-17","084000",17
"2022-04-17","085000",119
"2022-04-17","089001",0
"2022-04-17","091001",0
"2022-04-17","094000",0
"2022-04-17","095003",122
"2022-04-17","098000",25
"2022-04-17","100093",0
"2022-04-17","103000",0
"2022-04-17","106001",0
"2022-04-17","106100",0
"2022-04-17","113000",19
"2022-04-17","114001",1846
"2022-04-17","117000",850
"2022-04-17","118000",469
"2022-04-17","124000",836
"2022-04-17","124100",37
"2022-04-17","129000",110
"2022-04-17","130000",143
"2022-04-17","137000",53
"2022-04-17","140002",485
"2022-04-17","141000",26
"2022-04-17","142000",225
"2022-04-17","143000",258
"2022-04-17","143001",71
"2022-04-17","144000",86
"2022-04-17","145000",657
"2022-04-17","146000",41
"2022-04-17","151000",0
"2022-04-17","154000",2075
"2022-04-17","155000",168
"2022-04-17","156000",24
"2022-04-17","158000",651
"2022-04-17","168000",500
"2022-04-17","180000",0
"2022-04-17","181000",231
"2022-04-17","182000",159
"2022-04-17","187000",46
"2022-04-17","193000",0
"2022-04-17","199000",0
"2022-04-17","206100",151
"2022-04-17","207001",227
"2022-04-17","208100",17
"2022-04-17","212000",341
"2022-04-17","214000",479
"2022-04-17","216001",50
"2022-04-17","217000",0
"2022-04-17","219000",91
"2022-04-17","222000",0
"2022-04-17","228001",313
"2022-04-17","229000",214
"2022-04-17","230000",83
"2022-04-17","235000",684
"2022-04-17","246000",245
"2022-04-17","255000",310
"2022-04-17","256000",40
"2022-04-17","262000",0
"2022-04-17","263000",320
"2022-04-17","266000",137
"2022-04-17","285000",114
"2022-04-17","286000",486
"2022-04-17","294000",0
"2022-04-17","297000",90
"2022-04-17","298000",27
"2022-04-17","301000",81
"2022-04-17","302000",283
"2022-04-17","303000",17
"2022-04-17","307000",34
"2022-04-17","314001",180
"2022-04-17","315003",106
"2022-04-17","318000",201
"2022-04-17","319000",0
"2022-04-17","323000",53
"2022-04-17","331000",643
"2022-04-17","332000",333
"2022-04-17","336001",149
"2022-04-17","337001",143
"2022-04-17","339001",448
"2022-04-17","340000",605
"2022-04-17","341000",0
"2022-04-17","346000",12
"2022-04-17","347000",1083
"2022-04-17","348000",22
"2022-04-17","349001",205
"2022-04-17","356000",0
"2022-04-17","357000",0
"2022-04-17","363000",276
"2022-04-17","370000",218
"2022-04-17","383000",25
"2022-04-17","388000",0
"2022-04-17","389000",246
