"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2022-03-06","75001",11
"2022-03-06","75002",9
"2022-03-06","75006",11
"2022-03-06","75007",8
"2022-03-06","75009",19
"2022-03-06","75010",10
"2022-03-06","75013",13
"2022-03-06","75019",9
"2022-03-06","75020",11
"2022-03-06","75021",12
"2022-03-06","75022",9
"2022-03-06","75023",10
"2022-03-06","75024",9
"2022-03-06","75025",9
"2022-03-06","75028",7
"2022-03-06","75032",11
"2022-03-06","75034",10
"2022-03-06","75035",9
"2022-03-06","75038",8
"2022-03-06","75039",8
"2022-03-06","75040",10
"2022-03-06","75041",18
"2022-03-06","75042",12
"2022-03-06","75043",18
"2022-03-06","75044",8
"2022-03-06","75048",8
"2022-03-06","75050",9
"2022-03-06","75051",10
"2022-03-06","75052",14
"2022-03-06","75054",12
"2022-03-06","75056",8
"2022-03-06","75057",6
"2022-03-06","75058",18
"2022-03-06","75060",7
"2022-03-06","75061",6
"2022-03-06","75062",8
"2022-03-06","75063",6
"2022-03-06","75065",6
"2022-03-06","75067",7
"2022-03-06","75068",9
"2022-03-06","75069",11
"2022-03-06","75070",15
"2022-03-06","75071",22
"2022-03-06","75074",9
"2022-03-06","75075",10
"2022-03-06","75076",11
"2022-03-06","75077",6
"2022-03-06","75078",14
"2022-03-06","75080",16
"2022-03-06","75081",17
"2022-03-06","75082",3
"2022-03-06","75087",15
"2022-03-06","75088",8
"2022-03-06","75089",10
"2022-03-06","75090",13
"2022-03-06","75092",12
"2022-03-06","75093",9
"2022-03-06","75094",6
"2022-03-06","75098",6
"2022-03-06","75102",12
"2022-03-06","75103",27
"2022-03-06","75104",10
"2022-03-06","75105",3
"2022-03-06","75109",9
"2022-03-06","75110",9
"2022-03-06","75114",23
"2022-03-06","75115",11
"2022-03-06","75116",9
"2022-03-06","75117",20
"2022-03-06","75119",13
"2022-03-06","75124",16
"2022-03-06","75125",8
"2022-03-06","75126",16
"2022-03-06","75127",19
"2022-03-06","75134",11
"2022-03-06","75135",11
"2022-03-06","75137",10
"2022-03-06","75140",25
"2022-03-06","75141",15
"2022-03-06","75142",10
"2022-03-06","75143",12
"2022-03-06","75144",3
"2022-03-06","75146",13
"2022-03-06","75147",16
"2022-03-06","75148",9
"2022-03-06","75149",17
"2022-03-06","75150",18
"2022-03-06","75152",12
"2022-03-06","75154",12
"2022-03-06","75155",2
"2022-03-06","75156",10
"2022-03-06","75157",0
"2022-03-06","75158",9
"2022-03-06","75159",18
"2022-03-06","75160",15
"2022-03-06","75161",12
"2022-03-06","75163",12
"2022-03-06","75165",9
"2022-03-06","75166",11
"2022-03-06","75167",8
"2022-03-06","75169",20
"2022-03-06","75172",24
"2022-03-06","75173",8
"2022-03-06","75180",18
"2022-03-06","75181",13
"2022-03-06","75182",12
"2022-03-06","75189",13
"2022-03-06","75201",28
"2022-03-06","75202",34
"2022-03-06","75203",19
"2022-03-06","75204",29
"2022-03-06","75205",32
"2022-03-06","75206",26
"2022-03-06","75207",36
"2022-03-06","75208",13
"2022-03-06","75209",17
"2022-03-06","75210",36
"2022-03-06","75211",14
"2022-03-06","75212",13
"2022-03-06","75214",30
