"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2021-08-22","75001",56
"2021-08-22","75002",36
"2021-08-22","75006",40
"2021-08-22","75007",47
"2021-08-22","75009",34
"2021-08-22","75010",37
"2021-08-22","75013",36
"2021-08-22","75019",32
"2021-08-22","75020",52
"2021-08-22","75021",57
"2021-08-22","75022",31
"2021-08-22","75023",60
"2021-08-22","75024",51
"2021-08-22","75025",40
"2021-08-22","75028",31
"2021-08-22","75032",57
"2021-08-22","75034",49
"2021-08-22","75035",39
"2021-08-22","75038",18
"2021-08-22","75039",31
"2021-08-22","75040",40
"2021-08-22","75041",67
"2021-08-22","75042",42
"2021-08-22","75043",65
"2021-08-22","75044",14
"2021-08-22","75048",26
"2021-08-22","75050",56
"2021-08-22","75051",71
"2021-08-22","75052",73
"2021-08-22","75054",88
"2021-08-22","75056",40
"2021-08-22","75057",30
"2021-08-22","75058",42
"2021-08-22","75060",26
"2021-08-22","75061",17
"2021-08-22","75062",22
"2021-08-22","75063",32
"2021-08-22","75065",49
"2021-08-22","75067",33
"2021-08-22","75068",38
"2021-08-22","75069",48
"2021-08-22","75070",42
"2021-08-22","75071",32
"2021-08-22","75074",41
"2021-08-22","75075",65
"2021-08-22","75076",65
"2021-08-22","75077",32
"2021-08-22","75078",37
"2021-08-22","75080",46
"2021-08-22","75081",47
"2021-08-22","75082",9
"2021-08-22","75087",65
"2021-08-22","75088",53
"2021-08-22","75089",49
"2021-08-22","75090",67
"2021-08-22","75092",63
"2021-08-22","75093",49
"2021-08-22","75094",34
"2021-08-22","75098",32
"2021-08-22","75102",47
"2021-08-22","75103",124
"2021-08-22","75104",77
"2021-08-22","75105",0
"2021-08-22","75109",45
"2021-08-22","75110",40
"2021-08-22","75114",56
"2021-08-22","75115",80
"2021-08-22","75116",83
"2021-08-22","75117",109
"2021-08-22","75119",58
"2021-08-22","75124",61
"2021-08-22","75125",106
"2021-08-22","75126",60
"2021-08-22","75127",106
"2021-08-22","75134",89
"2021-08-22","75135",59
"2021-08-22","75137",84
"2021-08-22","75140",101
"2021-08-22","75141",96
"2021-08-22","75142",49
"2021-08-22","75143",60
"2021-08-22","75144",37
"2021-08-22","75146",71
"2021-08-22","75147",64
"2021-08-22","75148",68
"2021-08-22","75149",74
"2021-08-22","75150",77
"2021-08-22","75152",63
"2021-08-22","75154",68
"2021-08-22","75155",89
"2021-08-22","75156",69
"2021-08-22","75157",0
"2021-08-22","75158",51
"2021-08-22","75159",71
"2021-08-22","75160",68
"2021-08-22","75161",64
"2021-08-22","75163",71
"2021-08-22","75165",72
"2021-08-22","75166",43
"2021-08-22","75167",63
"2021-08-22","75169",95
"2021-08-22","75172",110
"2021-08-22","75173",49
"2021-08-22","75180",72
"2021-08-22","75181",71
"2021-08-22","75182",56
"2021-08-22","75189",62
"2021-08-22","75201",94
"2021-08-22","75202",184
"2021-08-22","75203",96
"2021-08-22","75204",132
"2021-08-22","75205",90
"2021-08-22","75206",98
"2021-08-22","75207",113
"2021-08-22","75208",86
"2021-08-22","75209",98
"2021-08-22","75210",133
"2021-08-22","75211",81
"2021-08-22","75212",78
"2021-08-22","75214",105
"2021-08-22","75215",141
"2021-08-22","75216",103
"2021-08-22","75217",106
"2021-08-22","75218",83
"2021-08-22","75219",109
"2021-08-22","75220",83
"2021-08-22","75223",139
"2021-08-22","75224",95
"2021-08-22","75225",83
"2021-08-22","75226",184
"2021-08-22","75227",119
"2021-08-22","75228",87
"2021-08-22","75229",56
"2021-08-22","75230",75
"2021-08-22","75231",90
"2021-08-22","75232",93
"2021-08-22","75233",93
"2021-08-22","75234",55
"2021-08-22","75235",120
"2021-08-22","75236",93
"2021-08-22","75237",95
"2021-08-22","75238",80
"2021-08-22","75240",86
"2021-08-22","75241",109
"2021-08-22","75243",89
"2021-08-22","75244",65
"2021-08-22","75246",183
"2021-08-22","75247",59
"2021-08-22","75248",60
"2021-08-22","75249",91
"2021-08-22","75251",87
"2021-08-22","75252",55
"2021-08-22","75253",96
"2021-08-22","75254",69
"2021-08-22","75287",50
"2021-08-22","75401",68
"2021-08-22","75402",69
"2021-08-22","75407",44
"2021-08-22","75409",41
"2021-08-22","75410",92
"2021-08-22","75411",0
"2021-08-22","75414",44
"2021-08-22","75415",0
"2021-08-22","75416",32
"2021-08-22","75417",48
"2021-08-22","75418",54
"2021-08-22","75420",22
"2021-08-22","75421",39
"2021-08-22","75422",67
"2021-08-22","75423",80
"2021-08-22","75424",23
"2021-08-22","75426",39
"2021-08-22","75428",63
"2021-08-22","75431",43
"2021-08-22","75432",33
"2021-08-22","75433",37
"2021-08-22","75435",39
"2021-08-22","75436",33
"2021-08-22","75437",0
"2021-08-22","75438",36
"2021-08-22","75439",51
"2021-08-22","75440",51
"2021-08-22","75442",49
"2021-08-22","75446",22
"2021-08-22","75447",24
"2021-08-22","75448",0
"2021-08-22","75449",52
"2021-08-22","75450",0
"2021-08-22","75451",56
"2021-08-22","75452",42
"2021-08-22","75453",71
"2021-08-22","75454",39
"2021-08-22","75455",53
