"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2021-05-09","75001",16
"2021-05-09","75002",10
"2021-05-09","75006",9
"2021-05-09","75007",9
"2021-05-09","75009",7
"2021-05-09","75010",10
"2021-05-09","75013",6
"2021-05-09","75019",8
"2021-05-09","75020",3
"2021-05-09","75021",6
"2021-05-09","75022",14
"2021-05-09","75023",9
"2021-05-09","75024",10
"2021-05-09","75025",7
"2021-05-09","75028",5
"2021-05-09","75032",12
"2021-05-09","75034",7
"2021-05-09","75035",6
"2021-05-09","75038",3
"2021-05-09","75039",13
"2021-05-09","75040",10
"2021-05-09","75041",14
"2021-05-09","75042",8
"2021-05-09","75043",16
"2021-05-09","75044",4
"2021-05-09","75048",7
"2021-05-09","75050",7
"2021-05-09","75051",15
"2021-05-09","75052",14
"2021-05-09","75054",14
"2021-05-09","75056",9
"2021-05-09","75057",7
"2021-05-09","75058",8
"2021-05-09","75060",6
"2021-05-09","75061",5
"2021-05-09","75062",6
"2021-05-09","75063",4
"2021-05-09","75065",6
"2021-05-09","75067",6
"2021-05-09","75068",7
"2021-05-09","75069",11
"2021-05-09","75070",9
"2021-05-09","75071",8
"2021-05-09","75074",8
"2021-05-09","75075",10
"2021-05-09","75076",4
"2021-05-09","75077",6
"2021-05-09","75078",5
"2021-05-09","75080",8
"2021-05-09","75081",8
"2021-05-09","75082",1
"2021-05-09","75087",8
"2021-05-09","75088",11
"2021-05-09","75089",9
"2021-05-09","75090",5
"2021-05-09","75092",5
"2021-05-09","75093",7
"2021-05-09","75094",1
"2021-05-09","75098",7
"2021-05-09","75102",0
"2021-05-09","75103",25
"2021-05-09","75104",19
"2021-05-09","75105",0
"2021-05-09","75109",18
"2021-05-09","75110",8
"2021-05-09","75114",8
"2021-05-09","75115",17
"2021-05-09","75116",17
"2021-05-09","75117",16
"2021-05-09","75119",10
"2021-05-09","75124",17
"2021-05-09","75125",16
"2021-05-09","75126",12
"2021-05-09","75127",20
"2021-05-09","75134",21
"2021-05-09","75135",7
"2021-05-09","75137",19
"2021-05-09","75140",20
"2021-05-09","75141",24
"2021-05-09","75142",6
"2021-05-09","75143",12
"2021-05-09","75144",23
"2021-05-09","75146",14
"2021-05-09","75147",15
"2021-05-09","75148",6
"2021-05-09","75149",15
"2021-05-09","75150",23
"2021-05-09","75152",12
"2021-05-09","75154",13
"2021-05-09","75155",9
"2021-05-09","75156",11
"2021-05-09","75157",0
"2021-05-09","75158",6
"2021-05-09","75159",13
"2021-05-09","75160",11
"2021-05-09","75161",8
"2021-05-09","75163",9
"2021-05-09","75165",11
"2021-05-09","75166",10
"2021-05-09","75167",14
"2021-05-09","75169",11
"2021-05-09","75172",19
"2021-05-09","75173",10
"2021-05-09","75180",11
"2021-05-09","75181",15
"2021-05-09","75182",9
"2021-05-09","75189",7
"2021-05-09","75201",53
"2021-05-09","75202",13
"2021-05-09","75203",24
"2021-05-09","75204",35
"2021-05-09","75205",23
"2021-05-09","75206",28
"2021-05-09","75207",53
"2021-05-09","75208",16
"2021-05-09","75209",16
"2021-05-09","75210",42
"2021-05-09","75211",17
"2021-05-09","75212",18
"2021-05-09","75214",32
"2021-05-09","75215",31
"2021-05-09","75216",23
"2021-05-09","75217",28
"2021-05-09","75218",30
"2021-05-09","75219",28
"2021-05-09","75220",12
"2021-05-09","75223",35
"2021-05-09","75224",19
"2021-05-09","75225",30
"2021-05-09","75226",0
"2021-05-09","75227",23
"2021-05-09","75228",22
"2021-05-09","75229",13
"2021-05-09","75230",18
"2021-05-09","75231",20
"2021-05-09","75232",20
"2021-05-09","75233",18
"2021-05-09","75234",10
"2021-05-09","75235",24
"2021-05-09","75236",15
"2021-05-09","75237",21
"2021-05-09","75238",15
"2021-05-09","75240",20
"2021-05-09","75241",21
"2021-05-09","75243",17
"2021-05-09","75244",10
"2021-05-09","75246",40
"2021-05-09","75247",15
"2021-05-09","75248",9
"2021-05-09","75249",20
"2021-05-09","75251",9
"2021-05-09","75252",8
"2021-05-09","75253",15
"2021-05-09","75254",13
"2021-05-09","75287",12
"2021-05-09","75401",9
"2021-05-09","75402",11
"2021-05-09","75407",10
"2021-05-09","75409",10
"2021-05-09","75410",13
"2021-05-09","75411",0
"2021-05-09","75414",4
"2021-05-09","75415",0
"2021-05-09","75416",4
"2021-05-09","75417",2
"2021-05-09","75418",5
"2021-05-09","75420",0
"2021-05-09","75421",0
"2021-05-09","75422",0
"2021-05-09","75423",8
"2021-05-09","75424",7
"2021-05-09","75426",5
"2021-05-09","75428",8
"2021-05-09","75431",11
"2021-05-09","75432",4
"2021-05-09","75433",10
"2021-05-09","75435",0
"2021-05-09","75436",5
"2021-05-09","75437",0
"2021-05-09","75438",0
"2021-05-09","75439",0
"2021-05-09","75440",10
"2021-05-09","75442",12
"2021-05-09","75446",5
"2021-05-09","75447",0
"2021-05-09","75448",0
"2021-05-09","75449",0
"2021-05-09","75450",0
"2021-05-09","75451",4
"2021-05-09","75452",0
"2021-05-09","75453",8
"2021-05-09","75454",6
"2021-05-09","75455",9
"2021-05-09","75457",10
"2021-05-09","75459",0
"2021-05-09","75460",7
"2021-05-09","75462",5
"2021-05-09","75468",0
"2021-05-09","75469",0
"2021-05-09","75470",0
"2021-05-09","75471",0
"2021-05-09","75472",19
"2021-05-09","75473",0
"2021-05-09","75474",10
"2021-05-09","75476",0
"2021-05-09","75477",0
"2021-05-09","75478",0
"2021-05-09","75479",0
"2021-05-09","75480",4
"2021-05-09","75481",0
"2021-05-09","75482",10
"2021-05-09","75486",5
"2021-05-09","75487",0
"2021-05-09","75488",4
"2021-05-09","75489",0
"2021-05-09","75490",7
"2021-05-09","75491",8
"2021-05-09","75492",0
"2021-05-09","75493",0
"2021-05-09","75494",13
"2021-05-09","75495",8
"2021-05-09","75496",8
"2021-05-09","75497",5
"2021-05-09","75501",11
"2021-05-09","75503",12
"2021-05-09","75550",0
"2021-05-09","75551",8
"2021-05-09","75554",9
"2021-05-09","75555",0
"2021-05-09","75556",0
"2021-05-09","75558",15
"2021-05-09","75559",10
"2021-05-09","75560",0
"2021-05-09","75561",7
"2021-05-09","75563",0
"2021-05-09","75567",13
"2021-05-09","75568",0
"2021-05-09","75569",13
"2021-05-09","75570",12
"2021-05-09","75571",0
"2021-05-09","75572",10
"2021-05-09","75574",7
"2021-05-09","75601",2
"2021-05-09","75602",2
"2021-05-09","75603",7
"2021-05-09","75604",4
"2021-05-09","75605",6
"2021-05-09","75630",7
"2021-05-09","75631",1
"2021-05-09","75633",0
"2021-05-09","75638",9
"2021-05-09","75639",14
"2021-05-09","75640",0
"2021-05-09","75643",5
"2021-05-09","75644",4
"2021-05-09","75645",8
"2021-05-09","75647",14
"2021-05-09","75650",1
