"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2021-04-25","75001",17
"2021-04-25","75002",10
"2021-04-25","75006",9
"2021-04-25","75007",9
"2021-04-25","75009",8
"2021-04-25","75010",13
"2021-04-25","75013",7
"2021-04-25","75019",9
"2021-04-25","75020",4
"2021-04-25","75021",6
"2021-04-25","75022",16
"2021-04-25","75023",9
"2021-04-25","75024",13
"2021-04-25","75025",8
"2021-04-25","75028",5
"2021-04-25","75032",12
"2021-04-25","75034",9
"2021-04-25","75035",8
"2021-04-25","75038",3
"2021-04-25","75039",12
"2021-04-25","75040",11
"2021-04-25","75041",13
"2021-04-25","75042",8
"2021-04-25","75043",17
"2021-04-25","75044",5
"2021-04-25","75048",7
"2021-04-25","75050",7
"2021-04-25","75051",14
"2021-04-25","75052",14
"2021-04-25","75054",22
"2021-04-25","75056",11
"2021-04-25","75057",8
"2021-04-25","75058",10
"2021-04-25","75060",6
"2021-04-25","75061",5
"2021-04-25","75062",6
"2021-04-25","75063",4
"2021-04-25","75065",6
"2021-04-25","75067",7
"2021-04-25","75068",7
"2021-04-25","75069",11
"2021-04-25","75070",10
"2021-04-25","75071",8
"2021-04-25","75074",9
"2021-04-25","75075",11
"2021-04-25","75076",6
"2021-04-25","75077",6
"2021-04-25","75078",5
"2021-04-25","75080",11
"2021-04-25","75081",9
"2021-04-25","75082",1
"2021-04-25","75087",8
"2021-04-25","75088",11
"2021-04-25","75089",9
"2021-04-25","75090",5
"2021-04-25","75092",5
"2021-04-25","75093",10
"2021-04-25","75094",0
"2021-04-25","75098",8
"2021-04-25","75102",0
"2021-04-25","75103",28
"2021-04-25","75104",21
"2021-04-25","75105",0
"2021-04-25","75109",20
"2021-04-25","75110",9
"2021-04-25","75114",8
"2021-04-25","75115",19
"2021-04-25","75116",19
"2021-04-25","75117",16
"2021-04-25","75119",12
"2021-04-25","75124",19
"2021-04-25","75125",18
"2021-04-25","75126",13
"2021-04-25","75127",20
"2021-04-25","75134",23
"2021-04-25","75135",8
"2021-04-25","75137",22
"2021-04-25","75140",20
"2021-04-25","75141",26
"2021-04-25","75142",7
"2021-04-25","75143",13
"2021-04-25","75144",26
"2021-04-25","75146",16
"2021-04-25","75147",18
"2021-04-25","75148",9
"2021-04-25","75149",16
"2021-04-25","75150",25
"2021-04-25","75152",16
"2021-04-25","75154",14
"2021-04-25","75155",11
"2021-04-25","75156",14
"2021-04-25","75157",0
"2021-04-25","75158",5
"2021-04-25","75159",14
"2021-04-25","75160",13
"2021-04-25","75161",10
"2021-04-25","75163",11
"2021-04-25","75165",13
"2021-04-25","75166",11
"2021-04-25","75167",16
"2021-04-25","75169",12
"2021-04-25","75172",21
"2021-04-25","75173",9
"2021-04-25","75180",12
"2021-04-25","75181",17
"2021-04-25","75182",10
"2021-04-25","75189",7
"2021-04-25","75201",57
"2021-04-25","75202",12
"2021-04-25","75203",32
"2021-04-25","75204",38
"2021-04-25","75205",23
"2021-04-25","75206",28
"2021-04-25","75207",57
"2021-04-25","75208",17
"2021-04-25","75209",20
"2021-04-25","75210",44
"2021-04-25","75211",18
"2021-04-25","75212",18
"2021-04-25","75214",34
"2021-04-25","75215",33
"2021-04-25","75216",25
"2021-04-25","75217",30
"2021-04-25","75218",32
"2021-04-25","75219",28
"2021-04-25","75220",11
"2021-04-25","75223",38
"2021-04-25","75224",19
"2021-04-25","75225",31
"2021-04-25","75226",0
"2021-04-25","75227",24
"2021-04-25","75228",23
"2021-04-25","75229",15
"2021-04-25","75230",22
"2021-04-25","75231",20
"2021-04-25","75232",22
"2021-04-25","75233",19
"2021-04-25","75234",10
"2021-04-25","75235",22
"2021-04-25","75236",17
"2021-04-25","75237",24
"2021-04-25","75238",15
"2021-04-25","75240",22
"2021-04-25","75241",24
"2021-04-25","75243",19
"2021-04-25","75244",10
"2021-04-25","75246",43
"2021-04-25","75247",14
"2021-04-25","75248",10
"2021-04-25","75249",23
"2021-04-25","75251",10
"2021-04-25","75252",10
"2021-04-25","75253",16
"2021-04-25","75254",14
"2021-04-25","75287",13
"2021-04-25","75401",10
"2021-04-25","75402",12
"2021-04-25","75407",10
"2021-04-25","75409",11
"2021-04-25","75410",13
"2021-04-25","75411",0
"2021-04-25","75414",6
"2021-04-25","75415",0
"2021-04-25","75416",5
"2021-04-25","75417",2
"2021-04-25","75418",7
"2021-04-25","75420",0
"2021-04-25","75421",0
"2021-04-25","75422",0
"2021-04-25","75423",9
"2021-04-25","75424",7
