"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2020-12-27","75001",79
"2020-12-27","75002",44
"2020-12-27","75006",76
"2020-12-27","75007",77
"2020-12-27","75009",56
"2020-12-27","75010",74
"2020-12-27","75013",42
"2020-12-27","75019",58
"2020-12-27","75020",80
"2020-12-27","75021",75
"2020-12-27","75022",45
"2020-12-27","75023",75
"2020-12-27","75024",72
"2020-12-27","75025",58
"2020-12-27","75028",43
"2020-12-27","75032",66
"2020-12-27","75034",63
"2020-12-27","75035",49
"2020-12-27","75038",48
"2020-12-27","75039",28
"2020-12-27","75040",47
"2020-12-27","75041",78
"2020-12-27","75042",54
"2020-12-27","75043",69
"2020-12-27","75044",30
"2020-12-27","75048",36
"2020-12-27","75050",79
"2020-12-27","75051",97
"2020-12-27","75052",103
"2020-12-27","75054",116
"2020-12-27","75056",70
"2020-12-27","75057",42
"2020-12-27","75058",60
"2020-12-27","75060",31
"2020-12-27","75061",25
"2020-12-27","75062",27
"2020-12-27","75063",34
"2020-12-27","75065",49
"2020-12-27","75067",43
"2020-12-27","75068",51
"2020-12-27","75069",50
"2020-12-27","75070",54
"2020-12-27","75071",58
"2020-12-27","75074",49
"2020-12-27","75075",80
"2020-12-27","75076",81
"2020-12-27","75077",40
"2020-12-27","75078",55
"2020-12-27","75080",68
"2020-12-27","75081",66
"2020-12-27","75082",28
"2020-12-27","75087",71
"2020-12-27","75088",64
"2020-12-27","75089",59
"2020-12-27","75090",72
"2020-12-27","75092",108
"2020-12-27","75093",69
"2020-12-27","75094",34
"2020-12-27","75098",48
"2020-12-27","75102",0
"2020-12-27","75103",99
"2020-12-27","75104",117
"2020-12-27","75105",0
"2020-12-27","75109",62
"2020-12-27","75110",46
"2020-12-27","75114",86
"2020-12-27","75115",121
"2020-12-27","75116",112
"2020-12-27","75117",112
"2020-12-27","75119",67
"2020-12-27","75124",79
"2020-12-27","75125",96
"2020-12-27","75126",59
"2020-12-27","75127",124
"2020-12-27","75134",112
"2020-12-27","75135",61
"2020-12-27","75137",132
"2020-12-27","75140",89
"2020-12-27","75141",128
"2020-12-27","75142",50
"2020-12-27","75143",52
"2020-12-27","75144",41
"2020-12-27","75146",118
"2020-12-27","75147",47
"2020-12-27","75148",44
"2020-12-27","75149",76
"2020-12-27","75150",80
"2020-12-27","75152",95
"2020-12-27","75154",94
"2020-12-27","75155",52
"2020-12-27","75156",50
"2020-12-27","75157",0
"2020-12-27","75158",71
"2020-12-27","75159",99
"2020-12-27","75160",65
"2020-12-27","75161",70
"2020-12-27","75163",36
"2020-12-27","75165",89
"2020-12-27","75166",36
"2020-12-27","75167",77
"2020-12-27","75169",89
"2020-12-27","75172",84
"2020-12-27","75173",63
"2020-12-27","75180",82
"2020-12-27","75181",76
"2020-12-27","75182",75
"2020-12-27","75189",61
"2020-12-27","75201",109
"2020-12-27","75202",0
"2020-12-27","75203",137
"2020-12-27","75204",120
"2020-12-27","75205",129
"2020-12-27","75206",126
"2020-12-27","75207",79
"2020-12-27","75208",114
"2020-12-27","75209",90
"2020-12-27","75210",141
"2020-12-27","75211",112
"2020-12-27","75212",82
"2020-12-27","75214",124
"2020-12-27","75215",139
"2020-12-27","75216",123
"2020-12-27","75217",108
"2020-12-27","75218",88
"2020-12-27","75219",87
"2020-12-27","75220",93
"2020-12-27","75223",150
"2020-12-27","75224",111
"2020-12-27","75225",109
"2020-12-27","75226",165
"2020-12-27","75227",109
"2020-12-27","75228",101
"2020-12-27","75229",75
"2020-12-27","75230",102
"2020-12-27","75231",114
"2020-12-27","75232",117
"2020-12-27","75233",121
"2020-12-27","75234",52
"2020-12-27","75235",121
"2020-12-27","75236",106
"2020-12-27","75237",134
"2020-12-27","75238",110
"2020-12-27","75240",93
"2020-12-27","75241",128
"2020-12-27","75243",112
"2020-12-27","75244",92
"2020-12-27","75246",169
"2020-12-27","75247",65
"2020-12-27","75248",79
"2020-12-27","75249",126
"2020-12-27","75251",99
"2020-12-27","75252",67
"2020-12-27","75253",87
"2020-12-27","75254",82
"2020-12-27","75287",79
"2020-12-27","75401",61
"2020-12-27","75402",61
"2020-12-27","75407",49
"2020-12-27","75409",62
"2020-12-27","75410",60
"2020-12-27","75411",49
"2020-12-27","75414",76
"2020-12-27","75415",0
"2020-12-27","75416",49
"2020-12-27","75417",52
"2020-12-27","75418",64
"2020-12-27","75420",0
"2020-12-27","75421",0
"2020-12-27","75422",49
"2020-12-27","75423",76
"2020-12-27","75424",48
"2020-12-27","75426",43
"2020-12-27","75428",64
"2020-12-27","75431",46
"2020-12-27","75432",61
"2020-12-27","75433",46
"2020-12-27","75435",42
"2020-12-27","75436",46
"2020-12-27","75437",64
"2020-12-27","75438",0
"2020-12-27","75439",103
"2020-12-27","75440",50
"2020-12-27","75442",56
"2020-12-27","75446",39
"2020-12-27","75447",73
"2020-12-27","75448",0
"2020-12-27","75449",0
"2020-12-27","75450",0
"2020-12-27","75451",0
"2020-12-27","75452",64
"2020-12-27","75453",66
"2020-12-27","75454",58
"2020-12-27","75455",39
"2020-12-27","75457",55
"2020-12-27","75459",74
"2020-12-27","75460",46
"2020-12-27","75462",54
"2020-12-27","75468",56
"2020-12-27","75469",0
"2020-12-27","75470",0
"2020-12-27","75471",76
"2020-12-27","75472",58
"2020-12-27","75473",45
"2020-12-27","75474",61
"2020-12-27","75476",69
"2020-12-27","75477",0
"2020-12-27","75478",0
"2020-12-27","75479",64
"2020-12-27","75480",57
"2020-12-27","75481",0
"2020-12-27","75482",38
"2020-12-27","75486",53
"2020-12-27","75487",0
"2020-12-27","75488",60
"2020-12-27","75489",74
"2020-12-27","75490",63
"2020-12-27","75491",70
"2020-12-27","75492",0
"2020-12-27","75493",0
"2020-12-27","75494",59
"2020-12-27","75495",72
"2020-12-27","75496",78
"2020-12-27","75497",35
"2020-12-27","75501",55
"2020-12-27","75503",66
"2020-12-27","75550",0
"2020-12-27","75551",56
"2020-12-27","75554",67
"2020-12-27","75555",44
"2020-12-27","75556",78
"2020-12-27","75558",54
"2020-12-27","75559",55
"2020-12-27","75560",63
"2020-12-27","75561",65
"2020-12-27","75563",48
"2020-12-27","75567",54
"2020-12-27","75568",32
"2020-12-27","75569",67
"2020-12-27","75570",64
"2020-12-27","75571",71
"2020-12-27","75572",52
"2020-12-27","75574",75
"2020-12-27","75601",34
"2020-12-27","75602",34
"2020-12-27","75603",33
"2020-12-27","75604",33
"2020-12-27","75605",35
"2020-12-27","75630",29
"2020-12-27","75631",42
"2020-12-27","75633",33
"2020-12-27","75638",38
"2020-12-27","75639",0
"2020-12-27","75640",47
"2020-12-27","75643",43
"2020-12-27","75644",36
"2020-12-27","75645",40
"2020-12-27","75647",29
"2020-12-27","75650",39
"2020-12-27","75651",26
"2020-12-27","75652",35
"2020-12-27","75654",54
"2020-12-27","75656",32
"2020-12-27","75657",32
"2020-12-27","75661",4
"2020-12-27","75662",33
"2020-12-27","75667",69
"2020-12-27","75668",105
"2020-12-27","75669",0
"2020-12-27","75670",20
"2020-12-27","75672",24
"2020-12-27","75681",61
"2020-12-27","75683",30
"2020-12-27","75684",72
"2020-12-27","75686",47
"2020-12-27","75691",36
"2020-12-27","75692",20
"2020-12-27","75693",33
"2020-12-27","75701",104
"2020-12-27","75702",102
"2020-12-27","75703",98
"2020-12-27","75704",99
"2020-12-27","75705",95
"2020-12-27","75706",101
"2020-12-27","75707",112
"2020-12-27","75708",102
"2020-12-27","75709",95
"2020-12-27","75750",111
"2020-12-27","75751",47
"2020-12-27","75752",58
"2020-12-27","75754",99
"2020-12-27","75755",52
"2020-12-27","75756",79
"2020-12-27","75757",98
"2020-12-27","75758",98
"2020-12-27","75760",71
"2020-12-27","75762",103
"2020-12-27","75763",98
"2020-12-27","75765",66
"2020-12-27","75766",49
"2020-12-27","75770",72
"2020-12-27","75771",99
"2020-12-27","75773",64
"2020-12-27","75778",78
"2020-12-27","75783",64
"2020-12-27","75784",0
"2020-12-27","75785",52
"2020-12-27","75789",88
"2020-12-27","75790",97
"2020-12-27","75791",101
"2020-12-27","75792",74
"2020-12-27","75801",43
"2020-12-27","75803",46
"2020-12-27","75831",27
"2020-12-27","75833",12
"2020-12-27","75835",47
"2020-12-27","75839",58
"2020-12-27","75840",33
"2020-12-27","75844",38
"2020-12-27","75845",42
"2020-12-27","75846",20
"2020-12-27","75847",36
"2020-12-27","75850",0
"2020-12-27","75851",50
"2020-12-27","75852",28
"2020-12-27","75853",60
"2020-12-27","75855",27
"2020-12-27","75859",22
"2020-12-27","75860",33
"2020-12-27","75861",57
"2020-12-27","75862",34
"2020-12-27","75901",33
"2020-12-27","75904",50
"2020-12-27","75925",36
"2020-12-27","75926",27
"2020-12-27","75928",0
"2020-12-27","75929",31
"2020-12-27","75930",33
"2020-12-27","75931",22
"2020-12-27","75932",25
"2020-12-27","75933",42
"2020-12-27","75935",47
"2020-12-27","75936",0
"2020-12-27","75937",0
"2020-12-27","75938",35
"2020-12-27","75939",31
"2020-12-27","75941",30
"2020-12-27","75943",36
"2020-12-27","75944",33
"2020-12-27","75946",46
"2020-12-27","75948",24
"2020-12-27","75949",26
"2020-12-27","75951",33
"2020-12-27","75954",54
"2020-12-27","75956",28
"2020-12-27","75959",0
"2020-12-27","75960",0
"2020-12-27","75961",48
"2020-12-27","75964",46
"2020-12-27","75965",50
"2020-12-27","75966",32
"2020-12-27","75968",40
"2020-12-27","75969",31
"2020-12-27","75972",38
"2020-12-27","75973",58
"2020-12-27","75974",48
"2020-12-27","75975",58
"2020-12-27","75976",25
"2020-12-27","75977",0
"2020-12-27","75979",31
"2020-12-27","75980",22
"2020-12-27","76001",112
"2020-12-27","76002",123
"2020-12-27","76006",92
"2020-12-27","76008",112
"2020-12-27","76009",104
"2020-12-27","76010",91
"2020-12-27","76011",99
"2020-12-27","76012",109
"2020-12-27","76013",101
"2020-12-27","76014",97
"2020-12-27","76015",97
"2020-12-27","76016",108
"2020-12-27","76017",109
"2020-12-27","76018",108
"2020-12-27","76020",82
"2020-12-27","76021",80
"2020-12-27","76022",86
"2020-12-27","76023",44
"2020-12-27","76028",108
"2020-12-27","76031",66
"2020-12-27","76033",66
"2020-12-27","76034",89
"2020-12-27","76035",83
"2020-12-27","76036",96
"2020-12-27","76039",70
"2020-12-27","76040",74
"2020-12-27","76041",0
"2020-12-27","76043",34
"2020-12-27","76044",90
"2020-12-27","76048",49
"2020-12-27","76049",55
"2020-12-27","76050",75
"2020-12-27","76051",70
"2020-12-27","76052",60
"2020-12-27","76053",69
"2020-12-27","76054",76
"2020-12-27","76055",51
"2020-12-27","76058",108
"2020-12-27","76059",54
"2020-12-27","76060",150
"2020-12-27","76061",0
"2020-12-27","76063",135
"2020-12-27","76064",96
"2020-12-27","76065",75
"2020-12-27","76066",98
"2020-12-27","76067",46
"2020-12-27","76070",0
"2020-12-27","76071",43
"2020-12-27","76073",14
"2020-12-27","76077",0
"2020-12-27","76078",44
"2020-12-27","76082",65
"2020-12-27","76084",96
"2020-12-27","76085",94
"2020-12-27","76086",115
"2020-12-27","76087",123
"2020-12-27","76088",93
"2020-12-27","76092",62
"2020-12-27","76093",81
"2020-12-27","76102",116
"2020-12-27","76103",102
"2020-12-27","76104",74
"2020-12-27","76105",110
"2020-12-27","76106",104
"2020-12-27","76107",128
"2020-12-27","76108",126
"2020-12-27","76109",137
"2020-12-27","76110",114
"2020-12-27","76111",119
"2020-12-27","76112",115
"2020-12-27","76114",133
"2020-12-27","76115",104
"2020-12-27","76116",127
"2020-12-27","76117",82
"2020-12-27","76118",64
"2020-12-27","76119",104
"2020-12-27","76120",103
"2020-12-27","76123",98
"2020-12-27","76126",118
"2020-12-27","76131",60
"2020-12-27","76132",106
"2020-12-27","76133",108
"2020-12-27","76134",114
"2020-12-27","76135",177
"2020-12-27","76137",56
"2020-12-27","76140",96
"2020-12-27","76148",54
"2020-12-27","76155",43
"2020-12-27","76164",122
"2020-12-27","76177",37
"2020-12-27","76179",90
"2020-12-27","76180",77
"2020-12-27","76182",69
"2020-12-27","76201",65
"2020-12-27","76205",58
"2020-12-27","76207",60
"2020-12-27","76208",58
"2020-12-27","76209",58
"2020-12-27","76210",53
"2020-12-27","76225",13
"2020-12-27","76226",43
"2020-12-27","76227",49
"2020-12-27","76228",57
"2020-12-27","76230",21
"2020-12-27","76233",64
"2020-12-27","76234",26
"2020-12-27","76239",51
"2020-12-27","76240",36
"2020-12-27","76244",47
"2020-12-27","76245",76
"2020-12-27","76247",53
"2020-12-27","76248",51
"2020-12-27","76249",62
"2020-12-27","76250",16
"2020-12-27","76251",0
"2020-12-27","76252",47
"2020-12-27","76253",0
"2020-12-27","76255",29
"2020-12-27","76258",55
"2020-12-27","76259",54
"2020-12-27","76261",0
"2020-12-27","76262",60
"2020-12-27","76263",0
"2020-12-27","76264",78
"2020-12-27","76265",63
"2020-12-27","76266",63
"2020-12-27","76270",17
"2020-12-27","76271",62
"2020-12-27","76272",57
"2020-12-27","76273",68
"2020-12-27","76301",102
"2020-12-27","76302",105
"2020-12-27","76305",111
"2020-12-27","76306",103
"2020-12-27","76308",109
