"COLLECTION_WEEK","THCIC_ID","inpatient_beds_7_day_avg_interp"
"2020-11-29","000102",686
"2020-11-29","000105",639
"2020-11-29","000112",49
"2020-11-29","001000",373
"2020-11-29","006000",47
"2020-11-29","007000",513
"2020-11-29","008001",0
"2020-11-29","014000",24
"2020-11-29","019000",187
"2020-11-29","023000",27
"2020-11-29","026000",24
"2020-11-29","029000",32
"2020-11-29","030000",58
"2020-11-29","034000",47
"2020-11-29","035000",510
"2020-11-29","038001",34
"2020-11-29","041000",0
"2020-11-29","044000",59
"2020-11-29","046000",23
"2020-11-29","047000",278
"2020-11-29","049000",30
"2020-11-29","058000",0
"2020-11-29","059000",10
"2020-11-29","061000",75
"2020-11-29","063000",41
"2020-11-29","064000",327
"2020-11-29","066000",0
"2020-11-29","070000",41
"2020-11-29","072000",0
"2020-11-29","074000",57
"2020-11-29","075000",24
"2020-11-29","076000",134
"2020-11-29","078000",27
"2020-11-29","084000",51
"2020-11-29","085000",131
"2020-11-29","089001",0
"2020-11-29","091001",93
"2020-11-29","094000",0
"2020-11-29","095003",134
"2020-11-29","098000",23
"2020-11-29","100093",0
"2020-11-29","103000",28
"2020-11-29","106001",34
"2020-11-29","106100",0
"2020-11-29","113000",14
"2020-11-29","114001",1665
"2020-11-29","117000",709
"2020-11-29","118000",457
"2020-11-29","124000",2314
"2020-11-29","124100",39
"2020-11-29","129000",116
"2020-11-29","130000",238
"2020-11-29","137000",106
"2020-11-29","140002",787
"2020-11-29","141000",37
"2020-11-29","142000",277
"2020-11-29","143000",312
"2020-11-29","143001",62
"2020-11-29","144000",161
"2020-11-29","145000",543
"2020-11-29","146000",56
"2020-11-29","151000",0
"2020-11-29","154000",2111
"2020-11-29","155000",171
"2020-11-29","156000",63
"2020-11-29","158000",796
"2020-11-29","168000",629
"2020-11-29","180000",0
"2020-11-29","181000",253
"2020-11-29","182000",170
"2020-11-29","187000",27
"2020-11-29","193000",0
"2020-11-29","199000",23
"2020-11-29","206100",158
"2020-11-29","207001",271
"2020-11-29","208100",30
"2020-11-29","212000",565
"2020-11-29","214000",534
"2020-11-29","216001",51
"2020-11-29","217000",26
"2020-11-29","219000",99
"2020-11-29","222000",33
"2020-11-29","228001",263
"2020-11-29","229000",227
"2020-11-29","230000",102
"2020-11-29","235000",639
"2020-11-29","246000",225
"2020-11-29","255000",325
"2020-11-29","256000",36
"2020-11-29","262000",21
"2020-11-29","263000",419
"2020-11-29","266000",180
"2020-11-29","285000",117
"2020-11-29","286000",542
"2020-11-29","294000",24
"2020-11-29","297000",99
"2020-11-29","298000",30
"2020-11-29","301000",125
"2020-11-29","302000",463
"2020-11-29","303000",37
"2020-11-29","307000",21
"2020-11-29","314001",168
"2020-11-29","315003",125
"2020-11-29","318000",331
"2020-11-29","319000",0
"2020-11-29","323000",49
"2020-11-29","331000",657
"2020-11-29","332000",288
"2020-11-29","336001",148
"2020-11-29","337001",205
"2020-11-29","339001",442
"2020-11-29","340000",783
"2020-11-29","341000",15
"2020-11-29","346000",12
"2020-11-29","347000",1472
"2020-11-29","348000",21
"2020-11-29","349001",251
"2020-11-29","356000",36
"2020-11-29","357000",24
"2020-11-29","363000",280
"2020-11-29","370000",251
"2020-11-29","383000",28
"2020-11-29","388000",0
"2020-11-29","389000",268
"2020-11-29","390000",61
"2020-11-29","392000",165
"2020-11-29","393000",42
"2020-11-29","394000",216
"2020-11-29","395000",13
"2020-11-29","397000",44
"2020-11-29","397001",115
"2020-11-29","405000",665
"2020-11-29","406000",123
"2020-11-29","407000",1526
"2020-11-29","417000",316
"2020-11-29","420000",33
"2020-11-29","422000",262
"2020-11-29","424000",35
"2020-11-29","424500",0
"2020-11-29","425000",254
"2020-11-29","426000",30
"2020-11-29","427000",37
"2020-11-29","429001",76
"2020-11-29","430000",33
"2020-11-29","431000",481
"2020-11-29","433000",74
"2020-11-29","436000",57
"2020-11-29","437000",115
"2020-11-29","439000",17
"2020-11-29","441000",26
"2020-11-29","444001",250
"2020-11-29","446001",30
"2020-11-29","449000",42
"2020-11-29","452000",332
"2020-11-29","453000",224
"2020-11-29","459000",527
"2020-11-29","462000",34
"2020-11-29","465000",351
"2020-11-29","466000",22
"2020-11-29","468000",39
"2020-11-29","469000",42
"2020-11-29","471000",45
"2020-11-29","474000",753
"2020-11-29","477000",208
"2020-11-29","478000",131
"2020-11-29","480000",227
"2020-11-29","481000",87
"2020-11-29","485000",37
"2020-11-29","487000",32
"2020-11-29","488000",103
"2020-11-29","495001",35
"2020-11-29","497000",285
"2020-11-29","502000",339
"2020-11-29","505000",19
"2020-11-29","506001",204
"2020-11-29","508001",242
"2020-11-29","513000",224
"2020-11-29","522000",13
"2020-11-29","525000",187
"2020-11-29","527000",44
"2020-11-29","534001",213
"2020-11-29","537000",611
"2020-11-29","546000",37
"2020-11-29","547001",114
"2020-11-29","559000",0
"2020-11-29","560000",0
"2020-11-29","569000",21
"2020-11-29","572000",15
"2020-11-29","597000",33
"2020-11-29","601000",351
"2020-11-29","602000",299
"2020-11-29","608000",150
"2020-11-29","609001",163
"2020-11-29","627000",212
"2020-11-29","629001",91
"2020-11-29","631000",14
"2020-11-29","634000",231
"2020-11-29","640000",27
"2020-11-29","645000",3
"2020-11-29","653001",604
"2020-11-29","654000",43
"2020-11-29","657000",34
"2020-11-29","664000",262
"2020-11-29","672000",35
"2020-11-29","675000",597
"2020-11-29","676000",89
"2020-11-29","681400",76
"2020-11-29","686000",162
"2020-11-29","689401",70
"2020-11-29","690000",112
"2020-11-29","698004",0
"2020-11-29","706000",0
"2020-11-29","711900",33
"2020-11-29","714500",29
"2020-11-29","720402",71
"2020-11-29","724200",48
"2020-11-29","724700",894
"2020-11-29","725400",35
"2020-11-29","727100",60
"2020-11-29","728800",0
"2020-11-29","730001",45
"2020-11-29","740000",77
"2020-11-29","750000",0
"2020-11-29","784400",56
"2020-11-29","786200",0
"2020-11-29","787400",66
"2020-11-29","788001",408
"2020-11-29","788002",128
"2020-11-29","790200",0
"2020-11-29","792000",0
"2020-11-29","792700",90
"2020-11-29","793100",206
"2020-11-29","794600",0
"2020-11-29","797100",676
"2020-11-29","797500",18
"2020-11-29","797600",71
"2020-11-29","799001",30
"2020-11-29","800010",498
"2020-11-29","801500",74
"2020-11-29","804500",0
"2020-11-29","805100",0
"2020-11-29","806002",0
"2020-11-29","806500",61
"2020-11-29","813800",0
"2020-11-29","814000",59
"2020-11-29","814001",112
"2020-11-29","816300",60
