"COLLECTION_WEEK","THCIC_ID","inpatient_beds_7_day_avg_interp"
"2021-04-25","000102",627
"2021-04-25","000105",763
"2021-04-25","000112",46
"2021-04-25","001000",293
"2021-04-25","006000",40
"2021-04-25","007000",513
"2021-04-25","008001",0
"2021-04-25","014000",25
"2021-04-25","019000",158
"2021-04-25","023000",32
"2021-04-25","026000",24
"2021-04-25","029000",62
"2021-04-25","030000",28
"2021-04-25","034000",58
"2021-04-25","035000",493
"2021-04-25","038001",33
"2021-04-25","041000",0
"2021-04-25","044000",62
"2021-04-25","046000",0
"2021-04-25","047000",213
"2021-04-25","049000",0
"2021-04-25","058000",0
"2021-04-25","059000",13
"2021-04-25","061000",71
"2021-04-25","063000",52
"2021-04-25","064000",350
"2021-04-25","066000",0
"2021-04-25","070000",30
"2021-04-25","072000",0
"2021-04-25","074000",54
"2021-04-25","075000",0
"2021-04-25","076000",160
"2021-04-25","078000",40
"2021-04-25","084000",28
"2021-04-25","085000",128
"2021-04-25","089001",0
"2021-04-25","091001",0
"2021-04-25","094000",0
"2021-04-25","095003",145
"2021-04-25","098000",23
"2021-04-25","100093",0
"2021-04-25","103000",28
"2021-04-25","106001",0
"2021-04-25","106100",0
"2021-04-25","113000",8
"2021-04-25","114001",1717
"2021-04-25","117000",782
"2021-04-25","118000",470
"2021-04-25","124000",920
"2021-04-25","124100",34
"2021-04-25","129000",148
"2021-04-25","130000",191
"2021-04-25","137000",76
"2021-04-25","140002",834
"2021-04-25","141000",29
"2021-04-25","142000",297
"2021-04-25","143000",323
"2021-04-25","143001",73
"2021-04-25","144000",139
"2021-04-25","145000",501
"2021-04-25","146000",88
"2021-04-25","151000",0
"2021-04-25","154000",2107
"2021-04-25","155000",155
"2021-04-25","156000",56
"2021-04-25","158000",748
"2021-04-25","168000",626
"2021-04-25","180000",0
"2021-04-25","181000",240
"2021-04-25","182000",164
"2021-04-25","187000",31
"2021-04-25","193000",0
"2021-04-25","199000",0
"2021-04-25","206100",157
"2021-04-25","207001",235
"2021-04-25","208100",17
"2021-04-25","212000",439
"2021-04-25","214000",531
"2021-04-25","216001",63
"2021-04-25","217000",0
"2021-04-25","219000",97
"2021-04-25","222000",0
"2021-04-25","228001",361
"2021-04-25","229000",232
"2021-04-25","230000",112
"2021-04-25","235000",617
"2021-04-25","246000",242
"2021-04-25","255000",282
"2021-04-25","256000",49
"2021-04-25","262000",18
"2021-04-25","263000",431
"2021-04-25","266000",189
"2021-04-25","285000",109
"2021-04-25","286000",561
"2021-04-25","294000",32
"2021-04-25","297000",102
"2021-04-25","298000",45
"2021-04-25","301000",133
"2021-04-25","302000",463
"2021-04-25","303000",19
"2021-04-25","307000",22
"2021-04-25","314001",187
"2021-04-25","315003",101
"2021-04-25","318000",234
"2021-04-25","319000",0
"2021-04-25","323000",54
"2021-04-25","331000",714
"2021-04-25","332000",289
"2021-04-25","336001",131
"2021-04-25","337001",156
"2021-04-25","339001",475
"2021-04-25","340000",780
"2021-04-25","341000",10
"2021-04-25","346000",0
"2021-04-25","347000",1472
"2021-04-25","348000",0
"2021-04-25","349001",216
"2021-04-25","356000",15
"2021-04-25","357000",23
"2021-04-25","363000",264
"2021-04-25","370000",230
"2021-04-25","383000",25
"2021-04-25","388000",0
"2021-04-25","389000",298
"2021-04-25","390000",59
"2021-04-25","392000",158
"2021-04-25","393000",27
"2021-04-25","394000",204
"2021-04-25","395000",0
"2021-04-25","397000",29
"2021-04-25","397001",117
"2021-04-25","405000",273
"2021-04-25","406000",125
"2021-04-25","407000",1526
"2021-04-25","417000",261
"2021-04-25","420000",26
"2021-04-25","422000",270
"2021-04-25","424000",77
"2021-04-25","424500",0
"2021-04-25","425000",168
"2021-04-25","426000",61
"2021-04-25","427000",47
"2021-04-25","429001",75
"2021-04-25","430000",18
"2021-04-25","431000",491
"2021-04-25","433000",57
"2021-04-25","436000",65
"2021-04-25","437000",102
"2021-04-25","439000",18
"2021-04-25","441000",31
"2021-04-25","444001",250
"2021-04-25","446001",39
"2021-04-25","449000",57
"2021-04-25","452000",283
"2021-04-25","453000",227
"2021-04-25","459000",574
"2021-04-25","462000",35
"2021-04-25","465000",360
"2021-04-25","466000",22
"2021-04-25","468000",96
"2021-04-25","469000",35
"2021-04-25","471000",34
"2021-04-25","474000",726
"2021-04-25","477000",211
"2021-04-25","478000",105
"2021-04-25","480000",227
"2021-04-25","481000",95
"2021-04-25","485000",42
"2021-04-25","487000",30
"2021-04-25","488000",122
"2021-04-25","495001",0
"2021-04-25","497000",339
"2021-04-25","502000",316
"2021-04-25","505000",24
"2021-04-25","506001",187
"2021-04-25","508001",210
"2021-04-25","513000",205
"2021-04-25","522000",0
"2021-04-25","525000",222
"2021-04-25","527000",44
"2021-04-25","534001",213
"2021-04-25","537000",557
"2021-04-25","546000",0
"2021-04-25","547001",112
"2021-04-25","559000",0
"2021-04-25","560000",0
"2021-04-25","569000",18
"2021-04-25","572000",0
"2021-04-25","597000",0
"2021-04-25","601000",351
"2021-04-25","602000",288
"2021-04-25","608000",155
"2021-04-25","609001",163
"2021-04-25","627000",217
"2021-04-25","629001",112
"2021-04-25","631000",0
"2021-04-25","634000",232
"2021-04-25","640000",31
"2021-04-25","645000",61
"2021-04-25","653001",0
"2021-04-25","654000",16
"2021-04-25","657000",0
"2021-04-25","664000",241
"2021-04-25","672000",35
"2021-04-25","675000",597
"2021-04-25","676000",0
"2021-04-25","681400",43
"2021-04-25","686000",125
"2021-04-25","689401",32
"2021-04-25","690000",89
"2021-04-25","698004",0
"2021-04-25","706000",0
"2021-04-25","711900",28
"2021-04-25","714500",17
"2021-04-25","720402",60
"2021-04-25","724200",61
"2021-04-25","724700",356
"2021-04-25","725400",42
"2021-04-25","727100",39
"2021-04-25","728800",0
"2021-04-25","730001",45
"2021-04-25","740000",96
"2021-04-25","750000",0
"2021-04-25","784400",53
"2021-04-25","786200",0
"2021-04-25","787400",57
"2021-04-25","788001",395
"2021-04-25","788002",152
"2021-04-25","790200",0
"2021-04-25","792000",0
"2021-04-25","792700",0
"2021-04-25","793100",208
"2021-04-25","794600",0
"2021-04-25","797100",644
"2021-04-25","797500",0
"2021-04-25","797600",109
"2021-04-25","799001",25
"2021-04-25","800010",206
"2021-04-25","801500",0
"2021-04-25","804500",0
"2021-04-25","805100",0
"2021-04-25","806002",0
"2021-04-25","806500",67
"2021-04-25","813800",0
"2021-04-25","814000",69
"2021-04-25","814001",130
"2021-04-25","816300",57
"2021-04-25","820800",155
"2021-04-25","822001",0
"2021-04-25","822800",0
"2021-04-25","823000",285
"2021-04-25","823400",37
"2021-04-25","829900",362
"2021-04-25","832900",123
"2021-04-25","835700",0
"2021-04-25","838400",0
"2021-04-25","838600",288
"2021-04-25","839100",0
"2021-04-25","842800",237
"2021-04-25","844000",128
"2021-04-25","846100",71
"2021-04-25","846200",20
"2021-04-25","847000",308
"2021-04-25","847100",247
"2021-04-25","848100",31
"2021-04-25","850300",0
"2021-04-25","852000",166
"2021-04-25","852100",0
"2021-04-25","852600",141
"2021-04-25","854100",0
"2021-04-25","854400",0
"2021-04-25","858300",158
"2021-04-25","859900",61
"2021-04-25","860600",0
"2021-04-25","861700",137
"2021-04-25","861900",0
"2021-04-25","862000",0
"2021-04-25","864600",33
"2021-04-25","865000",184
"2021-04-25","869700",76
"2021-04-25","873800",0
"2021-04-25","874100",284
"2021-04-25","914000",46
"2021-04-25","919000",67
"2021-04-25","921000",147
"2021-04-25","923000",0
"2021-04-25","943000",60
"2021-04-25","957000",0
"2021-04-25","969500",0
"2021-04-25","969700",64
"2021-04-25","971000",98
"2021-04-25","971900",119
"2021-04-25","972900",80
"2021-04-25","972960",0
"2021-04-25","973180",54
"2021-04-25","973310",0
"2021-04-25","973320",23
"2021-04-25","973340",37
"2021-04-25","973420",0
"2021-04-25","973430",0
"2021-04-25","973450",0
"2021-04-25","973590",16
"2021-04-25","973620",88
"2021-04-25","973640",175
"2021-04-25","973850",126
"2021-04-25","973900",0
"2021-04-25","974260",0
"2021-04-25","974290",0
"2021-04-25","974350",115
"2021-04-25","974360",84
"2021-04-25","974390",56
"2021-04-25","974490",58
"2021-04-25","974500",0
"2021-04-25","974530",56
"2021-04-25","974720",26
