"COLLECTION_WEEK","THCIC_ID","inpatient_beds_7_day_avg_interp"
"2021-08-22","000102",621
"2021-08-22","000105",773
"2021-08-22","000112",51
"2021-08-22","001000",336
"2021-08-22","006000",52
"2021-08-22","007000",302
"2021-08-22","008001",0
"2021-08-22","014000",20
"2021-08-22","019000",137
"2021-08-22","023000",25
"2021-08-22","026000",23
"2021-08-22","029000",34
"2021-08-22","030000",39
"2021-08-22","034000",44
"2021-08-22","035000",448
"2021-08-22","038001",34
"2021-08-22","041000",0
"2021-08-22","044000",65
"2021-08-22","046000",30
"2021-08-22","047000",193
"2021-08-22","049000",18
"2021-08-22","058000",0
"2021-08-22","059000",10
"2021-08-22","061000",71
"2021-08-22","063000",45
"2021-08-22","064000",355
"2021-08-22","066000",0
"2021-08-22","070000",25
"2021-08-22","072000",0
"2021-08-22","074000",54
"2021-08-22","075000",0
"2021-08-22","076000",163
"2021-08-22","078000",35
"2021-08-22","084000",21
"2021-08-22","085000",141
"2021-08-22","089001",32
"2021-08-22","091001",0
"2021-08-22","094000",0
"2021-08-22","095003",133
"2021-08-22","098000",23
"2021-08-22","100093",0
"2021-08-22","103000",25
"2021-08-22","106001",22
"2021-08-22","106100",0
"2021-08-22","113000",8
"2021-08-22","114001",1791
"2021-08-22","117000",826
"2021-08-22","118000",491
"2021-08-22","124000",888
"2021-08-22","124100",40
"2021-08-22","129000",127
"2021-08-22","130000",169
"2021-08-22","137000",72
"2021-08-22","140002",674
"2021-08-22","141000",27
"2021-08-22","142000",292
"2021-08-22","143000",247
"2021-08-22","143001",68
"2021-08-22","144000",98
"2021-08-22","145000",648
"2021-08-22","146000",39
"2021-08-22","151000",12
"2021-08-22","154000",2184
"2021-08-22","155000",165
"2021-08-22","156000",37
"2021-08-22","158000",818
"2021-08-22","168000",594
"2021-08-22","180000",0
"2021-08-22","181000",241
"2021-08-22","182000",160
"2021-08-22","187000",20
"2021-08-22","193000",0
"2021-08-22","199000",14
"2021-08-22","206100",159
"2021-08-22","207001",231
"2021-08-22","208100",17
"2021-08-22","212000",409
"2021-08-22","214000",516
"2021-08-22","216001",43
"2021-08-22","217000",14
"2021-08-22","219000",95
"2021-08-22","222000",33
"2021-08-22","228001",320
"2021-08-22","229000",246
"2021-08-22","230000",104
"2021-08-22","235000",636
"2021-08-22","246000",266
"2021-08-22","255000",303
"2021-08-22","256000",38
"2021-08-22","262000",17
"2021-08-22","263000",383
"2021-08-22","266000",163
"2021-08-22","285000",133
"2021-08-22","286000",565
"2021-08-22","294000",26
"2021-08-22","297000",95
"2021-08-22","298000",32
"2021-08-22","301000",111
"2021-08-22","302000",323
"2021-08-22","303000",31
"2021-08-22","307000",23
"2021-08-22","314001",185
"2021-08-22","315003",79
"2021-08-22","318000",244
"2021-08-22","319000",0
"2021-08-22","323000",53
"2021-08-22","331000",733
"2021-08-22","332000",359
"2021-08-22","336001",164
"2021-08-22","337001",186
"2021-08-22","339001",475
"2021-08-22","340000",822
"2021-08-22","341000",11
"2021-08-22","346000",18
"2021-08-22","347000",994
"2021-08-22","348000",16
"2021-08-22","349001",263
"2021-08-22","356000",34
"2021-08-22","357000",26
"2021-08-22","363000",320
"2021-08-22","370000",179
"2021-08-22","383000",25
"2021-08-22","388000",22
"2021-08-22","389000",303
"2021-08-22","390000",69
"2021-08-22","392000",81
"2021-08-22","393000",38
"2021-08-22","394000",152
"2021-08-22","395000",0
"2021-08-22","397000",31
"2021-08-22","397001",110
"2021-08-22","405000",284
"2021-08-22","406000",126
"2021-08-22","407000",1329
"2021-08-22","417000",258
"2021-08-22","420000",28
"2021-08-22","422000",249
"2021-08-22","424000",65
"2021-08-22","424500",0
"2021-08-22","425000",213
"2021-08-22","426000",32
"2021-08-22","427000",37
"2021-08-22","429001",50
"2021-08-22","430000",17
"2021-08-22","431000",506
"2021-08-22","433000",35
"2021-08-22","436000",72
"2021-08-22","437000",121
"2021-08-22","439000",24
"2021-08-22","441000",34
"2021-08-22","444001",264
"2021-08-22","446001",23
"2021-08-22","449000",30
"2021-08-22","452000",278
"2021-08-22","453000",223
"2021-08-22","459000",616
"2021-08-22","462000",38
"2021-08-22","465000",312
"2021-08-22","466000",23
"2021-08-22","468000",51
"2021-08-22","469000",38
"2021-08-22","471000",34
"2021-08-22","474000",758
"2021-08-22","477000",210
"2021-08-22","478000",91
"2021-08-22","480000",215
"2021-08-22","481000",97
"2021-08-22","485000",29
"2021-08-22","487000",26
"2021-08-22","488000",136
"2021-08-22","495001",34
"2021-08-22","497000",389
"2021-08-22","502000",381
"2021-08-22","505000",16
"2021-08-22","506001",232
"2021-08-22","508001",222
"2021-08-22","513000",231
"2021-08-22","522000",0
"2021-08-22","525000",234
"2021-08-22","527000",35
"2021-08-22","534001",205
"2021-08-22","537000",607
"2021-08-22","546000",30
"2021-08-22","547001",102
"2021-08-22","559000",0
"2021-08-22","560000",0
"2021-08-22","569000",19
"2021-08-22","572000",16
"2021-08-22","597000",11
"2021-08-22","601000",188
"2021-08-22","602000",293
"2021-08-22","608000",160
"2021-08-22","609001",164
"2021-08-22","627000",229
"2021-08-22","629001",94
"2021-08-22","631000",0
"2021-08-22","634000",217
"2021-08-22","640000",30
"2021-08-22","645000",40
