"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2022-02-27","75001",17
"2022-02-27","75002",12
"2022-02-27","75006",16
"2022-02-27","75007",11
"2022-02-27","75009",20
"2022-02-27","75010",15
"2022-02-27","75013",17
"2022-02-27","75019",11
"2022-02-27","75020",20
"2022-02-27","75021",21
"2022-02-27","75022",12
"2022-02-27","75023",14
"2022-02-27","75024",13
"2022-02-27","75025",14
"2022-02-27","75028",10
"2022-02-27","75032",14
"2022-02-27","75034",15
"2022-02-27","75035",12
"2022-02-27","75038",11
"2022-02-27","75039",10
"2022-02-27","75040",13
"2022-02-27","75041",24
"2022-02-27","75042",17
"2022-02-27","75043",23
"2022-02-27","75044",12
"2022-02-27","75048",11
"2022-02-27","75050",14
"2022-02-27","75051",16
"2022-02-27","75052",20
"2022-02-27","75054",12
"2022-02-27","75056",12
"2022-02-27","75057",9
"2022-02-27","75058",20
"2022-02-27","75060",9
"2022-02-27","75061",8
"2022-02-27","75062",10
"2022-02-27","75063",8
"2022-02-27","75065",11
"2022-02-27","75067",10
"2022-02-27","75068",13
"2022-02-27","75069",14
"2022-02-27","75070",17
"2022-02-27","75071",24
"2022-02-27","75074",13
"2022-02-27","75075",16
"2022-02-27","75076",19
"2022-02-27","75077",9
"2022-02-27","75078",16
"2022-02-27","75080",22
"2022-02-27","75081",23
"2022-02-27","75082",4
"2022-02-27","75087",19
"2022-02-27","75088",11
"2022-02-27","75089",14
"2022-02-27","75090",23
"2022-02-27","75092",21
"2022-02-27","75093",14
"2022-02-27","75094",8
"2022-02-27","75098",8
"2022-02-27","75102",15
"2022-02-27","75103",36
"2022-02-27","75104",13
"2022-02-27","75105",3
"2022-02-27","75109",11
"2022-02-27","75110",11
"2022-02-27","75114",32
"2022-02-27","75115",14
"2022-02-27","75116",12
"2022-02-27","75117",26
"2022-02-27","75119",15
"2022-02-27","75124",21
"2022-02-27","75125",11
"2022-02-27","75126",21
"2022-02-27","75127",24
"2022-02-27","75134",15
"2022-02-27","75135",14
"2022-02-27","75137",13
"2022-02-27","75140",32
"2022-02-27","75141",18
"2022-02-27","75142",14
"2022-02-27","75143",16
