"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2021-03-14","75001",15
"2021-03-14","75002",12
"2021-03-14","75006",13
"2021-03-14","75007",11
"2021-03-14","75009",38
"2021-03-14","75010",11
"2021-03-14","75013",13
"2021-03-14","75019",13
"2021-03-14","75020",8
"2021-03-14","75021",9
"2021-03-14","75022",11
"2021-03-14","75023",19
"2021-03-14","75024",15
"2021-03-14","75025",15
"2021-03-14","75028",8
"2021-03-14","75032",15
"2021-03-14","75034",11
"2021-03-14","75035",13
"2021-03-14","75038",7
"2021-03-14","75039",9
"2021-03-14","75040",12
"2021-03-14","75041",17
"2021-03-14","75042",14
"2021-03-14","75043",18
"2021-03-14","75044",8
"2021-03-14","75048",8
"2021-03-14","75050",16
"2021-03-14","75051",19
"2021-03-14","75052",21
"2021-03-14","75054",26
"2021-03-14","75056",11
"2021-03-14","75057",9
"2021-03-14","75058",28
"2021-03-14","75060",6
"2021-03-14","75061",5
"2021-03-14","75062",4
"2021-03-14","75063",13
"2021-03-14","75065",12
"2021-03-14","75067",10
"2021-03-14","75068",11
"2021-03-14","75069",17
"2021-03-14","75070",32
"2021-03-14","75071",37
"2021-03-14","75074",17
"2021-03-14","75075",22
"2021-03-14","75076",13
"2021-03-14","75077",9
"2021-03-14","75078",27
"2021-03-14","75080",19
"2021-03-14","75081",16
"2021-03-14","75082",7
"2021-03-14","75087",16
"2021-03-14","75088",18
"2021-03-14","75089",14
"2021-03-14","75090",7
"2021-03-14","75092",8
"2021-03-14","75093",16
"2021-03-14","75094",13
"2021-03-14","75098",13
"2021-03-14","75102",9
"2021-03-14","75103",20
"2021-03-14","75104",26
"2021-03-14","75105",0
"2021-03-14","75109",9
"2021-03-14","75110",11
"2021-03-14","75114",20
"2021-03-14","75115",26
"2021-03-14","75116",27
"2021-03-14","75117",24
"2021-03-14","75119",19
"2021-03-14","75124",13
"2021-03-14","75125",23
"2021-03-14","75126",17
"2021-03-14","75127",6
"2021-03-14","75134",25
"2021-03-14","75135",12
"2021-03-14","75137",27
"2021-03-14","75140",18
"2021-03-14","75141",26
"2021-03-14","75142",17
"2021-03-14","75143",9
"2021-03-14","75144",9
"2021-03-14","75146",23
"2021-03-14","75147",11
"2021-03-14","75148",10
"2021-03-14","75149",20
"2021-03-14","75150",23
"2021-03-14","75152",20
"2021-03-14","75154",21
"2021-03-14","75155",13
"2021-03-14","75156",15
"2021-03-14","75157",0
"2021-03-14","75158",24
"2021-03-14","75159",23
"2021-03-14","75160",20
"2021-03-14","75161",23
"2021-03-14","75163",6
"2021-03-14","75165",20
"2021-03-14","75166",11
"2021-03-14","75167",21
"2021-03-14","75169",16
"2021-03-14","75172",26
"2021-03-14","75173",15
"2021-03-14","75180",19
"2021-03-14","75181",14
"2021-03-14","75182",15
"2021-03-14","75189",15
"2021-03-14","75201",30
"2021-03-14","75202",40
"2021-03-14","75203",22
"2021-03-14","75204",42
"2021-03-14","75205",29
"2021-03-14","75206",32
"2021-03-14","75207",13
"2021-03-14","75208",20
"2021-03-14","75209",15
"2021-03-14","75210",37
"2021-03-14","75211",20
"2021-03-14","75212",15
"2021-03-14","75214",41
"2021-03-14","75215",35
"2021-03-14","75216",29
"2021-03-14","75217",29
"2021-03-14","75218",25
"2021-03-14","75219",20
"2021-03-14","75220",22
"2021-03-14","75223",39
"2021-03-14","75224",25
"2021-03-14","75225",26
"2021-03-14","75226",44
"2021-03-14","75227",31
"2021-03-14","75228",22
"2021-03-14","75229",16
"2021-03-14","75230",28
"2021-03-14","75231",25
"2021-03-14","75232",26
"2021-03-14","75233",25
"2021-03-14","75234",13
"2021-03-14","75235",22
"2021-03-14","75236",26
"2021-03-14","75237",30
"2021-03-14","75238",24
"2021-03-14","75240",25
"2021-03-14","75241",28
"2021-03-14","75243",26
"2021-03-14","75244",18
"2021-03-14","75246",53
"2021-03-14","75247",7
"2021-03-14","75248",19
"2021-03-14","75249",25
"2021-03-14","75251",21
"2021-03-14","75252",17
"2021-03-14","75253",21
"2021-03-14","75254",19
"2021-03-14","75287",17
"2021-03-14","75401",10
"2021-03-14","75402",9
"2021-03-14","75407",19
"2021-03-14","75409",32
"2021-03-14","75410",14
"2021-03-14","75411",0
"2021-03-14","75414",14
"2021-03-14","75415",0
