"COLLECTION_WEEK","ZCTA","IP_COV_DEMAND"
"2021-10-03","75001",29
"2021-10-03","75002",23
"2021-10-03","75006",24
"2021-10-03","75007",20
"2021-10-03","75009",35
"2021-10-03","75010",28
"2021-10-03","75013",27
"2021-10-03","75019",26
"2021-10-03","75020",54
"2021-10-03","75021",60
"2021-10-03","75022",18
"2021-10-03","75023",21
"2021-10-03","75024",25
"2021-10-03","75025",21
"2021-10-03","75028",18
"2021-10-03","75032",25
"2021-10-03","75034",25
"2021-10-03","75035",20
"2021-10-03","75038",19
"2021-10-03","75039",50
"2021-10-03","75040",24
"2021-10-03","75041",40
"2021-10-03","75042",28
"2021-10-03","75043",41
"2021-10-03","75044",11
"2021-10-03","75048",14
"2021-10-03","75050",39
"2021-10-03","75051",53
"2021-10-03","75052",56
"2021-10-03","75054",53
"2021-10-03","75056",19
"2021-10-03","75057",13
"2021-10-03","75058",43
"2021-10-03","75060",13
"2021-10-03","75061",12
"2021-10-03","75062",12
"2021-10-03","75063",26
"2021-10-03","75065",29
"2021-10-03","75067",16
"2021-10-03","75068",22
"2021-10-03","75069",37
"2021-10-03","75070",38
"2021-10-03","75071",39
"2021-10-03","75074",19
"2021-10-03","75075",24
"2021-10-03","75076",23
"2021-10-03","75077",15
"2021-10-03","75078",31
"2021-10-03","75080",23
"2021-10-03","75081",19
"2021-10-03","75082",6
"2021-10-03","75087",34
"2021-10-03","75088",28
"2021-10-03","75089",30
"2021-10-03","75090",53
"2021-10-03","75092",51
"2021-10-03","75093",23
"2021-10-03","75094",7
"2021-10-03","75098",16
"2021-10-03","75102",0
"2021-10-03","75103",72
"2021-10-03","75104",48
"2021-10-03","75105",0
"2021-10-03","75109",49
"2021-10-03","75110",20
"2021-10-03","75114",50
"2021-10-03","75115",51
"2021-10-03","75116",60
"2021-10-03","75117",103
"2021-10-03","75119",45
"2021-10-03","75124",35
"2021-10-03","75125",57
"2021-10-03","75126",32
"2021-10-03","75127",20
"2021-10-03","75134",54
"2021-10-03","75135",37
"2021-10-03","75137",44
"2021-10-03","75140",73
"2021-10-03","75141",59
"2021-10-03","75142",26
"2021-10-03","75143",37
"2021-10-03","75144",13
"2021-10-03","75146",48
"2021-10-03","75147",28
"2021-10-03","75148",43
"2021-10-03","75149",41
"2021-10-03","75150",44
"2021-10-03","75152",32
"2021-10-03","75154",46
"2021-10-03","75155",23
"2021-10-03","75156",34
"2021-10-03","75157",0
"2021-10-03","75158",28
"2021-10-03","75159",47
"2021-10-03","75160",34
"2021-10-03","75161",31
"2021-10-03","75163",39
"2021-10-03","75165",43
"2021-10-03","75166",27
"2021-10-03","75167",43
"2021-10-03","75169",64
"2021-10-03","75172",107
"2021-10-03","75173",26
"2021-10-03","75180",57
"2021-10-03","75181",41
"2021-10-03","75182",26
"2021-10-03","75189",32
"2021-10-03","75201",62
"2021-10-03","75202",76
"2021-10-03","75203",63
"2021-10-03","75204",83
"2021-10-03","75205",60
"2021-10-03","75206",86
"2021-10-03","75207",57
"2021-10-03","75208",66
"2021-10-03","75209",77
"2021-10-03","75210",110
"2021-10-03","75211",57
"2021-10-03","75212",58
"2021-10-03","75214",77
"2021-10-03","75215",97
"2021-10-03","75216",77
"2021-10-03","75217",70
"2021-10-03","75218",38
"2021-10-03","75219",65
"2021-10-03","75220",59
"2021-10-03","75223",107
"2021-10-03","75224",63
"2021-10-03","75225",40
"2021-10-03","75226",96
"2021-10-03","75227",75
"2021-10-03","75228",56
"2021-10-03","75229",46
