"COLLECTION_WEEK","THCIC_ID","inpatient_beds_7_day_avg_interp"
"2021-01-17","000102",625
"2021-01-17","000105",789
"2021-01-17","000112",56
"2021-01-17","001000",351
"2021-01-17","006000",44
"2021-01-17","007000",513
"2021-01-17","008001",0
"2021-01-17","014000",29
"2021-01-17","019000",200
"2021-01-17","023000",23
"2021-01-17","026000",25
"2021-01-17","029000",66
"2021-01-17","030000",33
"2021-01-17","034000",51
"2021-01-17","035000",560
"2021-01-17","038001",33
"2021-01-17","041000",0
"2021-01-17","044000",16
"2021-01-17","046000",20
"2021-01-17","047000",284
"2021-01-17","049000",20
"2021-01-17","058000",0
"2021-01-17","059000",10
"2021-01-17","061000",81
"2021-01-17","063000",47
"2021-01-17","064000",324
"2021-01-17","066000",0
"2021-01-17","070000",34
"2021-01-17","072000",0
"2021-01-17","074000",55
"2021-01-17","075000",24
"2021-01-17","076000",159
"2021-01-17","078000",37
"2021-01-17","084000",29
"2021-01-17","085000",148
"2021-01-17","089001",0
"2021-01-17","091001",0
"2021-01-17","094000",0
"2021-01-17","095003",152
"2021-01-17","098000",23
"2021-01-17","100093",0
"2021-01-17","103000",32
"2021-01-17","106001",30
"2021-01-17","106100",0
"2021-01-17","113000",11
"2021-01-17","114001",1924
"2021-01-17","117000",753
"2021-01-17","118000",484
"2021-01-17","124000",888
"2021-01-17","124100",37
"2021-01-17","129000",152
"2021-01-17","130000",221
"2021-01-17","137000",90
"2021-01-17","140002",772
"2021-01-17","141000",43
"2021-01-17","142000",298
"2021-01-17","143000",325
"2021-01-17","143001",61
"2021-01-17","144000",134
"2021-01-17","145000",496
"2021-01-17","146000",72
"2021-01-17","151000",0
"2021-01-17","154000",2077
"2021-01-17","155000",162
"2021-01-17","156000",37
"2021-01-17","158000",797
"2021-01-17","168000",627
"2021-01-17","180000",0
"2021-01-17","181000",235
"2021-01-17","182000",175
"2021-01-17","187000",35
"2021-01-17","193000",19
"2021-01-17","199000",24
"2021-01-17","206100",159
"2021-01-17","207001",278
"2021-01-17","208100",13
"2021-01-17","212000",548
"2021-01-17","214000",537
"2021-01-17","216001",55
"2021-01-17","217000",22
"2021-01-17","219000",79
"2021-01-17","222000",36
"2021-01-17","228001",309
"2021-01-17","229000",0
"2021-01-17","230000",95
"2021-01-17","235000",622
"2021-01-17","246000",242
"2021-01-17","255000",322
"2021-01-17","256000",38
"2021-01-17","262000",20
"2021-01-17","263000",402
"2021-01-17","266000",192
"2021-01-17","285000",124
"2021-01-17","286000",609
"2021-01-17","294000",27
"2021-01-17","297000",108
"2021-01-17","298000",29
"2021-01-17","301000",159
"2021-01-17","302000",463
"2021-01-17","303000",47
"2021-01-17","307000",24
"2021-01-17","314001",196
"2021-01-17","315003",126
"2021-01-17","318000",321
"2021-01-17","319000",0
"2021-01-17","323000",69
"2021-01-17","331000",693
"2021-01-17","332000",280
"2021-01-17","336001",153
"2021-01-17","337001",198
"2021-01-17","339001",483
"2021-01-17","340000",820
"2021-01-17","341000",14
"2021-01-17","346000",9
"2021-01-17","347000",1472
"2021-01-17","348000",18
"2021-01-17","349001",251
"2021-01-17","356000",28
"2021-01-17","357000",30
"2021-01-17","363000",288
"2021-01-17","370000",220
"2021-01-17","383000",29
"2021-01-17","388000",0
"2021-01-17","389000",305
"2021-01-17","390000",60
"2021-01-17","392000",167
"2021-01-17","393000",30
"2021-01-17","394000",229
"2021-01-17","395000",0
"2021-01-17","397000",30
"2021-01-17","397001",131
"2021-01-17","405000",259
"2021-01-17","406000",122
"2021-01-17","407000",1526
"2021-01-17","417000",269
"2021-01-17","420000",30
